last_name, first_name,name,team,player_id,year,Age,AB,PA,HR%,K%,BB%,AVG,SLG,OBP,RBI/PA,CSSB%,SB%,DPTP%,HBP%,IBB%,SacBunt%,SacFly%,R/PA,Sac%,Walkoff,AvgEV(MPH),AvgLA(°),SweetSpot%,Barrel%,SolidContact%,Flare/Burner%,Under%,Topped%,Poor/Weak%,HardHit%,ZoneSwing%,OutofZoneSwing%,OutofZoneContact%,InZoneContact%,Whiff%,Swing%,Pull%,StraightAway%,Oppo%,GB%,FB%,LD%,Popup%,HPto1B,SprintSpeed
Andujar, Miguel,Miguel Andujar,NYY,609280,2021,26,154,162,0.038961039,17.3,4.3,0.253,0.383,0.284,0.074074074,0.02173535,0,0.051948052,0,0,0,1,0.117283951,0.00617284,0,87.1,6.1,31.5,5.5,2.4,23.6,23.6,38.6,6.3,37,74.7,37.7,65.9,89,19.4,55.2,29.1,43.3,27.6,52.8,20.5,21.3,5.5,4.45,27.6
Vosler, Jason,Jason Vosler,SF,613564,2021,28,73,82,0.04109589,25.6,8.5,0.178,0.356,0.256,0.109756098,0.09527439,0.09527439,0.068493151,0.012195122,0.117647059,0,1,0.146341463,0.012195122,0,88.5,18.6,28.3,9.4,5.7,20.8,32.1,28.3,3.8,35.8,73.9,26.3,47.6,75.6,31.7,50.2,37.7,41.5,20.8,41.5,28.3,17,13.2,4.59,26.4
Cordero, Franchy,Franchy Cordero,BOS,614173,2021,27,127,136,0.007874016,37.5,5.9,0.189,0.26,0.235,0.066176471,0.062578223,0.031289111,0.007874016,0,0,1,0,0.088235294,0.007352941,0,89.2,5.5,32.5,3.9,7.8,16.9,23.4,31.2,7.8,42.9,74.4,31.6,26.9,67.7,40.9,54.8,31.2,32.5,36.4,48.1,19.5,27.3,5.2,4.25,28.6
Reyes, Franmil,Franmil Reyes,CLE,614177,2021,26,418,466,0.071770335,32,9.2,0.254,0.522,0.324,0.182403433,0.033116092,0.026492873,0.031100478,0.004291845,0.326086957,0,1,0.122317597,0.006437768,1,92,9.7,31.3,16.9,5.9,22.8,16.9,32.7,3.3,48.5,68.2,25.8,49.3,73.8,33.7,45.4,37.5,40.4,22.1,46.3,25,21.7,7,4.75,26.1
Torrens, Luis,Luis Torrens,SEA,620443,2021,25,346,378,0.043352601,26.2,7.4,0.243,0.431,0.299,0.124338624,0,0,0.023121387,0.002645503,0.135135135,0,1,0.103174603,0.007936508,1,90.9,6.1,34.4,10.4,8.4,25.6,14.8,38,2.4,43.2,63.4,25.7,57.3,78.3,27.4,45.3,29.6,43.6,26.8,52,22,21.6,4.4,4.61,26.8
Robertson, Daniel,Daniel Robertson,MIL,621002,2021,27,73,90,0.02739726,31.1,13.3,0.164,0.274,0.3,0.044444444,0,0,0.01369863,0.033333333,0.07518797,0.5,0.5,0.111111111,0.022222222,0,82.9,10.4,31.9,6.4,2.1,19.1,27.7,36.2,8.5,23.4,60.3,21.5,41.9,81,29.1,39.6,36.2,40.4,23.4,44.7,36.2,17,2.1,4.75,26.5
Lopes, Tim,Tim Lopes,MIL,621005,2021,27,10,11,0,36.4,9.1,0.1,0.1,0.182,0,0.4995005,0,0,0,0,0,0,0.090909091,0,0,94.7,33.3,33.3,0,16.7,16.7,66.7,0,0,66.7,65.5,11.8,0,84.2,23.8,45.7,16.7,50,33.3,16.7,33.3,33.3,16.7,4.57,26.73
Martin Jr., Richie,Richie Martin Jr.,BAL,621006,2021,27,98,105,0.010204082,26.7,3.8,0.235,0.286,0.267,0.076190476,0.071339397,0,0.010204082,0.00952381,0,0.5,0.5,0.085714286,0.019047619,0,85.8,8.3,30.6,0,6.9,18.1,22.2,43.1,9.7,29.2,75.4,29.5,56.9,75,27.8,55.6,22.2,34.7,43.1,55.6,18.1,19.4,6.9,4.22,29.4
Schrock, Max,Max Schrock,CIN,621011,2021,27,125,134,0.024,17.9,6,0.288,0.448,0.328,0.104477612,0.045504186,0.022752093,0,0,0.166666667,0,1,0.141791045,0.007462687,0,85,18.5,40.2,2.9,2.9,33.3,34.3,21.6,4.9,24.5,75.5,37.7,69.8,90.1,17.4,55.2,38.2,33.3,28.4,31.4,28.4,31.4,8.8,4.33,27.2
Swanson, Dansby,Dansby Swanson,ATL,621020,2021,27,588,653,0.045918367,25.6,8,0.248,0.449,0.311,0.134762634,0.059089141,0.044316856,0.011904762,0.007656968,0.5,0.125,0.875,0.119448698,0.012251149,1,89.3,14,36.8,11.4,6.1,22.8,26.8,28.4,4.2,42.8,72.6,24.2,51.8,75.6,30.4,48.1,40.3,35.4,24.2,40.1,28.9,24.5,6.5,4.31,28.4
Newman, Kevin,Kevin Newman,PIT,621028,2021,28,517,554,0.00967118,7.4,4.9,0.226,0.309,0.262,0.070397112,0.048226638,0.041337118,0.013539652,0.001805054,0.612244898,0.666666667,0.333333333,0.090252708,0.016245487,0,85.3,9.9,32,1.6,3.5,23.1,28.9,35.5,7.4,26,63.3,26.5,74.1,92.5,11.8,44.9,31.8,42.9,25.4,45.8,21.4,25.2,7.6,4.35,28.4
Taylor, Chris,Chris Taylor,LAD,621035,2021,31,507,582,0.039447732,28.7,10.8,0.254,0.438,0.344,0.125429553,0.069927276,0.06493247,0.009861933,0.013745704,0.185185185,0.25,0.75,0.158075601,0.006872852,0,88.1,17.4,37.8,9.9,6.4,23.8,27.9,25.9,5.2,38.1,69.5,20.7,43.3,73.8,32.7,45.6,42.2,35.5,22.4,36.9,32.3,24.7,6.1,4.34,28.8
Correa, Carlos,Carlos Correa,HOU,621043,2021,27,555,640,0.046846847,18.1,11.7,0.279,0.485,0.366,0.14375,0,0,0.028828829,0.00625,0.170940171,0,1,0.1625,0.009375,1,90.2,12.1,33.5,9.4,7.4,27,22.5,29.9,3.8,42.7,62,24.1,59.7,87.4,20.9,42.1,33.5,38.2,28.3,42.5,23.4,26.1,8.1,4.53,26.9
Eflin, Zach,Zach Eflin,PHI,621107,2021,27,29,37,0,40.5,2.7,0,0,0.054,0.027027027,0,0,0,0.027027027,0,1,0,0.027027027,0.162162162,0,82.9,-1,10,0,0,0,20,50,30,15,63.9,44.4,25,77.4,31.5,57,20,45,35,80,10,0,10,5.38,22.6
Buehler, Walker,Walker Buehler,LAD,621111,2021,27,69,82,0,54.9,6.1,0.101,0.13,0.146,0.036585366,0,0,0,0,0,1,0,0.06097561,0.097560976,0,85.7,-7.6,12.5,0,6.3,12.5,9.4,34.4,34.4,25,55.2,15.2,26.1,57.9,35.4,37.7,12.5,31.3,56.3,81.3,9.4,6.3,3.1,4.92,24.7
Mills, Alec,Alec Mills,CHC,621219,2021,30,32,36,0,72.2,0,0.031,0.063,0.028,0,0,0,0,0,0,1,0,0.027777778,0.111111111,0,89.4,-2.5,30,0,10,0,20,30,40,10,52.8,16.7,30,44.7,31.6,38.3,10,70,20,70,10,20,0,4.57,26.73
Dahl, David,David Dahl,TEX,621311,2021,27,205,220,0.019512195,26.8,4.5,0.21,0.322,0.245,0.081818182,0.055658627,0.037105751,0.014634146,0.004545455,0,0.25,0.75,0.086363636,0.018181818,0,88.2,12,37.3,6.7,5.3,27.3,22.7,32.7,3.3,37.4,70.1,36.7,57.3,81.4,26.7,52.9,36.7,40,23.3,48,19.3,24.7,8,4.31,27.7
Phillips, Brett,Brett Phillips,TB,621433,2021,27,253,292,0.051383399,38.7,11.3,0.206,0.427,0.298,0.150684932,0.195366369,0.160889951,0.011857708,0.006849315,0,0.5,0.5,0.171232877,0.01369863,2,89.6,17.8,31.9,11.1,9.7,19.4,26.4,29.2,4.2,45.1,65.4,17,37.4,68.1,35.6,42.6,38.9,41.7,19.4,36.1,38.2,20.8,4.9,4.16,28.5
Taylor, Tyrone,Tyrone Taylor,MIL,621438,2021,27,243,271,0.049382716,21.8,7.4,0.247,0.457,0.321,0.158671587,0.080468094,0.068972652,0.024691358,0.025830258,0.135135135,0,1,0.121771218,0.003690037,0,88.6,16,29.7,7.6,4.3,23.2,30.3,30.3,4.3,37.3,68.8,32.9,56.9,87.5,23.6,49.2,44.3,31.4,24.3,41.6,27,22.2,9.2,4.47,28.6
Buxton, Byron,Byron Buxton,MIN,621439,2021,28,235,254,0.080851064,24.4,5.1,0.306,0.647,0.358,0.125984252,0.120969516,0.109972287,0,0.023622047,0,0,0,0.196850394,0,0,92.5,13.3,35.3,17.9,5.2,19.7,22,31.8,3.5,53.8,77.6,29.9,51.7,78.4,29.4,53,47.4,34.1,18.5,39.3,31.8,23.1,5.8,4,30
Brinson, Lewis,Lewis Brinson,MIA,621446,2021,27,274,290,0.032846715,24.8,4.5,0.226,0.376,0.262,0.113793103,0.026322717,0.013161358,0.018248175,0.003448276,0,0.5,0.5,0.082758621,0.006896552,0,88.5,14,29.9,6.4,3.9,26.5,26.5,33.8,2.9,37.7,72.9,41.8,52.7,78.9,31.3,55.6,35.8,41.2,23,43.1,20.1,23,13.7,4.33,28.6
Bolt, Skye,Skye Bolt,OAK,621450,2021,27,57,60,0.01754386,25,1.7,0.088,0.158,0.1,0.066666667,0.333333333,0.333333333,0,0,0,1,0,0.083333333,0.033333333,0,86.4,10.8,15.9,2.3,6.8,18.2,25,43.2,4.5,27.3,62.5,29.9,62.1,81.4,23.2,47.4,43.2,38.6,18.2,54.5,25,15.9,4.5,4.19,29
Duggar, Steven,Steven Duggar,SF,621453,2021,28,268,297,0.029850746,29.6,9.1,0.257,0.437,0.33,0.117845118,0.071421284,0.071421284,0.014925373,0.006734007,0.32967033,0,0,0.151515152,0,0,88,15.2,40,8.3,6.7,25,27.2,28.9,3.3,33.9,62.6,23,45.8,80.3,27.5,41.9,31.1,38.3,30.6,38.3,31.7,26.1,3.9,4.3,28.5
Rios, Edwin,Edwin Rios,LAD,621458,2021,27,51,60,0.019607843,30,11.7,0.078,0.137,0.217,0.016666667,0,0,0.058823529,0.033333333,0,0,0,0.066666667,0,0,90,11.1,27.3,12.1,15.2,0,30.3,42.4,0,45.5,69.2,23.7,53.6,71.6,31.2,46.4,30.3,48.5,21.2,42.4,39.4,12.1,6.1,4.5,26.3
Stewart, DJ,DJ Stewart,BAL,621466,2021,28,270,318,0.044444444,28,13.8,0.204,0.374,0.324,0.103773585,0,0,0.011111111,0.012578616,0.072463768,0,0,0.122641509,0,0,87.8,19.7,29.3,9.4,4.4,22.1,33.7,26.5,3.9,34.3,72.5,22.4,40.7,76.5,31.5,47.1,33.1,37.6,29.3,35.9,29.8,19.3,14.9,4.48,26.7
Ward, Taylor,Taylor Ward,LAA,621493,2021,28,208,237,0.038461538,23.2,8.4,0.25,0.438,0.329,0.139240506,0.025649904,0.012824952,0.019230769,0.025316456,0,0.666666667,0.333333333,0.139240506,0.012658228,0,89.6,16.4,39.1,10.3,10.3,23.1,23.1,25.6,7.7,39.7,67.5,25.1,53.8,82.3,25.1,47,37.8,32.1,30.1,38.5,29.5,27.6,4.5,4.38,28.3
Mathisen, Wyatt,Wyatt Mathisen,ARI,621500,2021,28,42,51,0.023809524,41.2,9.8,0.119,0.19,0.255,0.156862745,0,0,0,0.058823529,0,0,1,0.058823529,0.019607843,0,86.8,23.7,31.8,4.5,4.5,31.8,36.4,13.6,9.1,40.9,64.7,26.8,34.6,65.2,43.5,46.2,36.4,36.4,27.3,22.7,18.2,31.8,27.3,4.57,26.73
Nido, Tomas,Tomas Nido,NYM,621512,2021,27,153,161,0.019607843,27.3,3.1,0.222,0.327,0.261,0.080745342,0.023797625,0.023797625,0.026143791,0.01863354,0.322580645,0,0,0.099378882,0,0,88.7,10,42.2,6.4,7.3,32.1,21.1,28.4,4.6,43.1,84.7,50.4,52.2,68.6,37.7,65.7,27.5,51.4,21.1,42.2,23.9,33.9,0,4.81,25.6
Bemboom, Anthony,Anthony Bemboom,LAA,621532,2021,31,27,28,0,35.7,3.6,0.222,0.222,0.25,0.071428571,0,0,0.037037037,0,0,0,0,0.071428571,0,0,83.1,1.9,29.4,0,5.9,17.6,17.6,52.9,5.9,11.8,60.9,40,45,75,35.4,50,41.2,29.4,29.4,52.9,11.8,29.4,5.9,4.54,26.8
Wisdom, Patrick,Patrick Wisdom,CHC,621550,2021,30,338,375,0.082840237,40.8,8.5,0.231,0.518,0.304,0.162666667,0.043859649,0.035087719,0.020710059,0.010666667,0.117647059,0,0,0.144,0,0,91.2,19.1,39.5,16.2,7.6,26.5,27,17.8,4.9,51.9,74.8,29.3,40,67.4,41.3,50,53,31.9,15.1,32.4,36.2,23.2,8.1,4.42,28.1
Moroff, Max,Max Moroff,STL,621559,2021,28,16,16,0,62.5,0,0.063,0.063,0.063,0.0625,0,0,0,0,0,0,0,0,0,0,86.1,31.3,33.3,16.7,0,16.7,50,16.7,0,16.7,61.5,26.7,25,62.5,46.9,46.4,50,33.3,16.7,16.7,50,33.3,0,4.57,26.73
Wendle, Joey,Joey Wendle,TB,621563,2021,31,460,501,0.023913043,22.6,5.6,0.265,0.422,0.319,0.107784431,0.087599096,0.050056627,0.019565217,0.01996008,0.714285714,0,1,0.145708583,0.005988024,0,87.9,6.2,30.6,4.6,4.3,25.4,22.9,38.6,3.7,34.6,64.4,32.8,58.1,83.4,25,48.1,35.7,34.3,30,50,22,25.1,2.9,4.3,27.9
Olson, Matt,Matt Olson,OAK,621566,2021,27,565,673,0.069026549,16.8,13.1,0.271,0.54,0.371,0.164933135,0.020025392,0.016020314,0.030088496,0.013372957,0.916030534,0,1,0.150074294,0.016344725,1,91.6,16.2,32.4,12.7,7.8,19.7,28.5,27.4,3.9,48.8,72.2,23.7,62.9,81.6,23,47,39.5,33.7,26.8,40.4,30.2,19.7,9.7,4.65,25.9
Dean, Austin,Austin Dean,STL,621573,2021,28,30,38,0.033333333,28.9,15.8,0.233,0.4,0.342,0.184210526,0,0,0,0,0,0,1,0.131578947,0.052631579,0,87.4,5.1,33.3,4.8,0,19,28.6,42.9,4.8,33.3,60.2,24.1,47.6,80,29.6,41.8,28.6,33.3,38.1,47.6,23.8,23.8,4.8,4.4,27.6
Wood, Alex,Alex Wood,SF,622072,2021,30,38,47,0,55.3,10.6,0,0,0.106,0,0.200722601,0,0,0,0,1,0,0,0.085106383,0,85.7,-7,12.5,0,0,0,18.8,50,31.3,12.5,47.5,19.8,29.4,56.3,32.3,34.8,6.3,68.8,25,81.3,12.5,6.3,0,5.4,22.5
Jones, Taylor,Taylor Jones,HOU,622100,2021,28,102,108,0.019607843,26.9,3.7,0.245,0.402,0.269,0.148148148,0,0,0.049019608,0,0,0,1,0.101851852,0.018518519,0,90.6,12.8,32,6.7,4,21.3,28,38.7,0,42.7,72.2,30.7,49.2,77.1,31.2,51.4,36,37.3,26.7,49.3,21.3,21.3,8,4.76,26.3
Duffy, Matt,Matt Duffy,CHC,622110,2021,30,289,322,0.017301038,19.6,7.8,0.287,0.381,0.357,0.093167702,0.078292186,0.069593055,0.055363322,0.02173913,0,0,1,0.139751553,0.00310559,0,87.5,7.5,40.5,4,2.6,33,18.5,37.9,4,34.8,62.5,21.2,61.8,91.9,15.4,42.4,24.7,40.5,34.8,48.9,18.1,30,3.1,4.67,26.4
Munoz, Yairo,Yairo Munoz,BOS,622168,2021,26,11,11,0,18.2,0,0.091,0.091,0.091,0,0,0,0,0,0,0,0,0,0,0,85.1,18,33.3,0,0,11.1,55.6,33.3,0,22.2,85,29.4,20,82.4,31.8,59.5,44.4,33.3,22.2,33.3,33.3,22.2,11.1,4.57,26.73
Walton, Donovan,Donovan Walton,SEA,622268,2021,27,63,69,0.031746032,21.7,5.8,0.206,0.365,0.246,0.101449275,0.058913633,0.058913633,0.015873016,0,0,1,0,0.086956522,0.028985507,0,88,9.4,34,8,4,18,26,38,6,22,73.8,31.1,57.9,80,26.6,52.5,38,34,28,52,22,22,4,4.5,27
Castillo, Luis,Luis Castillo,CIN,622491,2021,29,49,59,0,39,1.7,0.163,0.204,0.153,0.033898305,0,0,0.020408163,0,0,1,0,0.016949153,0.152542373,0,84,0.8,14.3,2.9,0,11.4,14.3,34.3,34.3,20,76,55.7,43.6,67.1,33,67.6,28.6,45.7,25.7,71.4,11.4,11.4,5.7,4.86,25
Crismatt, Nabil,Nabil Crismatt,STL,622503,2021,27,10,11,0,54.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0.090909091,0,68.5,-38.4,0,0,0,0,0,80,20,0,57.9,58.3,14.3,63.6,38.9,58.1,0,40,60,100,0,0,0,4.57,26.73
Margot, Manuel,Manuel Margot,TB,622534,2021,27,421,464,0.023752969,15.1,8,0.254,0.382,0.313,0.122844828,0.144596232,0.089511953,0.009501188,0.002155172,0.25,0.2,0.8,0.118534483,0.010775862,1,87.9,10.7,31.5,5.1,5.6,23.9,23.3,37.1,4.8,40.2,72.2,29.9,60.6,85.4,20.3,51.1,32.9,44.7,22.5,48,22.2,21.6,8.1,4.27,28.6
Reyes, Pablo,Pablo Reyes,MIL,622569,2021,28,78,87,0.012820513,17.2,10.3,0.256,0.359,0.333,0.034482759,0.138069104,0.138069104,0.025641026,0,0.097087379,0,0,0.137931034,0,0,87.1,15,28.6,3.2,6.3,27,30.2,31.7,1.6,36.5,59.3,23.9,70.5,86.3,17.8,41,42.9,34.9,22.2,36.5,28.6,25.4,9.5,4.5,27.8
Senzatela, Antonio,Antonio Senzatela,COL,622608,2021,26,39,51,0,37.3,0,0.051,0.051,0.039,0.019607843,0,0,0,0,0,1,0,0.019607843,0.235294118,0,79.8,-4.2,12.5,0,0,6.3,15.6,31.3,46.9,9.4,58.1,55.6,40,72,35.6,56.6,25,37.5,37.5,71.9,6.3,15.6,6.3,5.38,22.6
Camargo, Johan,Johan Camargo,ATL,622666,2021,28,16,18,0,33.3,11.1,0,0,0.111,0,0,0,0,0,0,0,0,0.055555556,0,0,82,3.1,10,0,0,0,40,50,10,30,52.9,23.4,45.5,77.8,34.5,35.8,60,10,30,60,20,10,10,5.26,23.1
Reyes, Victor,Victor Reyes,DET,622682,2021,27,209,220,0.023923445,25,3.6,0.258,0.416,0.282,0.1,0.096711799,0.080593166,0.009569378,0,0,0.666666667,0.333333333,0.118181818,0.013636364,0,89.5,6.6,37.6,8.3,4.5,27.4,18.5,36.9,4.5,35,68.5,41.5,62.6,80,25.3,55.1,31.8,42,26.1,51,19.1,28,1.9,4.35,28.8
Hernandez, Elieser,Elieser Hernandez,MIA,622694,2021,26,14,18,0,38.9,0,0.071,0.071,0.056,0,0,0,0,0,0,1,0,0.055555556,0.222222222,0,86.3,-6.5,27.3,0,0,9.1,9.1,36.4,45.5,9.1,62.1,56.5,30.8,61.1,29,59.6,27.3,45.5,27.3,81.8,0,18.2,0,4.57,26.73
Mateo, Jorge,Jorge Mateo,BAL,622761,2021,26,194,209,0.020618557,26.3,4.3,0.247,0.376,0.292,0.066985646,0.213016976,0.163859212,0.005154639,0.019138756,0,0.5,0.5,0.090909091,0.009569378,0,85.4,14.1,33.3,5.7,4.3,24.8,29.1,29.1,7.1,31.2,70.8,32.5,50.4,76.7,30.4,50.9,41.8,39,19.1,40.4,22.7,27,9.9,4.12,30.4
Velazquez, Andrew,Andrew Velazquez,NYY,623205,2021,27,67,68,0.014925373,33.8,1.5,0.224,0.358,0.235,0.088235294,0.312891114,0.250312891,0.014925373,0,0,0,0,0.161764706,0,0,90.2,9.5,45.5,13.6,9.1,15.9,18.2,40.9,2.3,43.2,73.6,26.8,36.4,71.8,33.1,51.7,36.4,43.2,20.5,47.7,22.7,25,4.5,4.15,29.3
Giambrone, Trent,Trent Giambrone,CHC,623508,2021,28,13,13,0,30.8,0,0.154,0.154,0.154,0,0,0,0,0,0,0,0,0,0,0,86,1.6,0,0,0,11.1,33.3,55.6,0,33.3,80,23.1,33.3,75,34.6,51,66.7,22.2,11.1,66.7,33.3,0,0,4.34,28
Bote, David,David Bote,CHC,623520,2021,28,291,327,0.027491409,22.3,8.3,0.199,0.33,0.275,0.107033639,0.011120378,0,0.04467354,0.01529052,0,0.25,0.75,0.097859327,0.012232416,1,89.9,9.8,27.5,9.9,6.3,18.5,27,32,5.9,43.7,68.3,27.5,54.3,83.5,25,47.4,37.4,35.1,27.5,48.6,25.2,19.4,6.8,4.48,27.2
Ramirez, Harold,Harold Ramirez,CLE,623912,2021,27,339,361,0.020648968,15.5,3.9,0.268,0.398,0.305,0.113573407,0.036328959,0.027246719,0.029498525,0.013850416,0.256410256,0,1,0.091412742,0.008310249,0,91.3,6.2,24.5,6.3,7.7,22,19.2,43,1.7,47.2,69.9,41.6,60.6,86.2,23.9,55.2,30.1,41.3,28.7,53.1,18.5,22,6.3,4.33,28.6
Santander, Anthony,Anthony Santander,BAL,623993,2021,27,406,438,0.044334975,23.1,5.3,0.241,0.433,0.285,0.114155251,0.01602179,0.008010895,0.027093596,0.00913242,0,0.2,0.8,0.123287671,0.011415525,0,90.7,18,34.5,8.4,6.5,30,29.4,22.9,2.6,43.5,72.1,32.9,62,81.5,25.1,51.5,39,37.4,23.5,35.2,26.5,26.8,11.6,4.7,26.1
Suarez, Ranger,Ranger Suarez,PHI,624133,2021,26,16,23,0,21.7,4.3,0.188,0.313,0.217,0.043478261,0,0,0,0.043478261,0,1,0,0.086956522,0.217391304,0,83.9,5.9,25,0,0,18.8,25,25,25,6.3,70,37.5,41.7,82.1,17.5,55.6,25,31.3,43.8,56.3,25,18.8,0,5.4,22.5
Alonso, Pete,Pete Alonso,NYM,624413,2021,27,561,637,0.065953654,19.9,9.4,0.262,0.519,0.344,0.147566719,0.013690628,0.013690628,0.035650624,0.018838305,0.638297872,0,1,0.127158556,0.006279435,1,91,14.7,34.5,14.8,8.2,20.1,24.4,27.9,4.3,47.3,71,30.8,58.8,83.4,24.9,49.3,38.4,35.2,26.5,39,30.8,22.8,7.3,4.58,26
Arroyo, Christian,Christian Arroyo,BOS,624414,2021,26,164,181,0.036585366,24.3,4.4,0.262,0.445,0.32,0.138121547,0.017265193,0.017265193,0.006097561,0.038674033,0,1,0,0.121546961,0.005524862,0,86.3,9.4,35.5,7.4,5.8,23.1,22.3,34.7,6.6,35.5,75.8,37.9,57.1,81.9,26.5,55.7,28.9,41.3,29.8,49.6,18.2,25.6,6.6,4.45,27.9
Biggio, Cavan,Cavan Biggio,TOR,624415,2021,26,250,294,0.028,26.5,12.6,0.224,0.356,0.32,0.091836735,0.053146259,0.031887755,0.016,0.003401361,0.158730159,0.2,0.8,0.091836735,0.017006803,0,89,15.2,32.8,5.6,5.6,23.7,30.5,28.8,4,32.2,63.4,18.5,42.6,82.5,25.7,41.5,34.5,35,30.5,39,29.4,26,6.2,4.41,28.3
Conforto, Michael,Michael Conforto,NYM,624424,2021,28,406,479,0.034482759,21.7,12.3,0.232,0.384,0.344,0.114822547,0.006068845,0.006068845,0.034482759,0.025052192,0.243902439,0,1,0.108559499,0.004175365,3,88.5,13.2,32.9,9.2,5.3,26.6,24,31.6,3,39.5,68.1,23,62.5,81.8,23.3,44.3,42.1,35.5,22.4,45.1,29.3,21.4,4.3,4.52,27
Frazier, Adam,Adam Frazier,PIT,624428,2021,30,577,639,0.008665511,10.8,7.5,0.305,0.411,0.366,0.067292645,0.064137099,0.042758066,0.017331023,0.015649452,0.266666667,0.75,0.25,0.129890454,0.006259781,0,85.5,12.5,38.5,1,4.7,32.8,25.2,31.4,3.7,25.4,67.9,26.1,74.3,92.4,12.4,47.6,35.5,33,31.4,42.4,20.3,31.3,6.1,4.42,27.1
Trevino, Jose,Jose Trevino,TEX,624431,2021,29,285,302,0.01754386,18.9,4,0.239,0.34,0.265,0.099337748,0.024990629,0.012495314,0.045614035,0,0.25,0.4,0.6,0.07615894,0.016556291,0,87.5,9.6,33.5,4.3,6.4,23.6,24,36.1,5.2,37.1,62.2,34.2,60.3,86.9,22.4,48.2,32.6,40.3,27,45.9,22.7,26.2,5.2,4.85,24.5
Gordon, Nick,Nick Gordon,MIN,624503,2021,26,200,216,0.02,25.5,5.6,0.24,0.355,0.292,0.106481481,0.174403856,0.15854896,0.035,0.013888889,0,0,1,0.087962963,0.00462963,0,91.2,9.4,35.6,6.8,6.8,31.5,17.8,35.6,1.4,47.9,77.9,37.6,55.8,79.3,28.4,57.7,37,43.2,19.9,50.7,20.5,26.7,2.1,4.43,27.9
McGuire, Reese,Reese McGuire,TOR,624512,2021,26,198,217,0.005050505,20.3,6.9,0.253,0.343,0.309,0.046082949,0,0,0.02020202,0.00921659,0,0.5,0.5,0.101382488,0.00921659,0,87.5,13.4,39.1,2.6,3.8,28.2,27.6,28.2,7.1,33.3,71.1,29.3,59.1,85.3,21.4,50.3,35.9,40.4,23.7,42.3,23.7,28.2,5.8,4.54,26.3
Nunez, Dom,Dom Nunez,COL,624513,2021,26,228,263,0.043859649,34.6,12.9,0.189,0.399,0.293,0.125475285,0,0,0,0,0.310077519,0,1,0.117870722,0.003802281,0,86,21.9,39.1,9.4,8,21,34.8,20.3,6.5,31.2,59.8,23.5,45.2,76.1,32.8,41.1,50,31.2,18.8,31.9,36.2,19.6,12.3,4.72,25.3
Soler, Jorge,Jorge Soler,KC,624585,2021,29,516,602,0.052325581,23.6,11.1,0.223,0.432,0.312,0.11627907,0,0,0.023255814,0.009966777,0,0,1,0.122923588,0.008305648,0,91.2,15.7,30.6,12.4,7.4,20.8,26.6,29,2.6,47.1,69.9,23.1,42.9,81.4,29.2,44.8,50.7,29,20.1,41.4,29.6,20.1,8.7,4.67,26.9
Sosa, Edmundo,Edmundo Sosa,STL,624641,2021,25,288,326,0.020833333,19.3,5.2,0.271,0.389,0.344,0.082822086,0.071336853,0.035668426,0.027777778,0.052147239,0.384615385,0.333333333,0.666666667,0.119631902,0.009202454,0,86.7,6,28.9,3.9,5.3,25.4,20.6,39,5.3,32,73.9,34.1,53.1,80.3,27.7,53.6,33.3,41.2,25.4,51.8,21.5,22.4,4.4,4.3,29.7
Heredia, Guillermo,Guillermo Heredia,ATL,628338,2021,30,305,347,0.016393443,23.3,9.2,0.22,0.354,0.311,0.074927954,0,0,0.016393443,0.025936599,0.326086957,0,1,0.132564841,0.002881844,0,86.6,12.5,35.6,4,8,25.3,25.8,32,4.4,34.8,76.5,25.1,41.8,82.4,27.2,49.6,37.8,38.2,24,44,22.7,25.8,7.6,4.36,27.8
Hernandez, Yadiel,Yadiel Hernandez,WSH,628450,2021,34,264,289,0.034090909,20.4,7.6,0.273,0.413,0.329,0.110726644,0.031552045,0.031552045,0.041666667,0.003460208,0.131578947,0,1,0.114186851,0.006920415,1,89.6,5.1,31.4,5.8,9.2,26.6,14,39.1,4.8,38.2,74.6,26.5,60.7,76.2,28.3,49,28.5,39.6,31.9,55.6,21.7,22.2,0.5,4.64,25.3
Ibanez, Andy,Andy Ibanez,TEX,628451,2021,28,253,272,0.027667984,12.9,5.5,0.277,0.435,0.32,0.091911765,0,0,0.023715415,0.007352941,0,0.5,0.5,0.113970588,0.007352941,0,88.8,15.5,35.5,7.3,5.9,22.7,30,29.5,4.1,38.6,73,29.9,60.1,87.1,20.5,51.6,31.8,41.8,26.4,38.2,31.8,22.3,7.7,4.33,28
Urias, Julio,Julio Urias,LAD,628711,2021,25,59,70,0,31.4,0,0.203,0.237,0.186,0.128571429,0,0,0.016949153,0.014285714,0,1,0,0.071428571,0.142857143,0,86.4,8.5,21.3,2.1,0,14.9,17,38.3,21.3,25,66.1,53.6,51.7,77.8,25.9,59.7,40.4,29.8,29.8,68.1,8.5,14.9,8.5,5.58,21.8
Cronenworth, Jake,Jake Cronenworth,SD,630105,2021,27,567,643,0.037037037,14,8.6,0.266,0.46,0.336,0.110419907,0.032400207,0.018514404,0.014109347,0.0155521,0.697674419,0.5,0.5,0.146189736,0.00933126,1,88.5,12.5,35.2,7,3.7,25.3,26.9,31.7,3.7,34.7,62.5,23.6,68.6,92.1,13.7,43.2,32.9,38.3,28.8,43.1,23.6,26.1,7.2,4.26,28.5
