last_name, first_name,name,team,player_id,year,player_age,b_ab,b_total_pa,b_home_run,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,b_rbi,r_total_caught_stealing,r_total_stolen_base,b_gnd_into_dp,b_gnd_into_tp,b_hit_by_pitch,b_intent_walk,b_sac_bunt,b_sac_fly,r_run,b_total_sacrifices,b_walkoff,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,oz_swing_percent,oz_contact_percent,iz_contact_percent,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,hp_to_1b,sprint_speed
Ford, Mike,Mike Ford,NYY,645801,2021,29,60,72,3,11,31.9,15.3,0.133,0.283,0.278,5,0,0,1,0,1,1,0,0,6,0,0,90.9,15.6,35.1,18.9,5.4,16.2,29.7,27,2.7,48.6,57.6,15.6,52,75,29.7,34.6,37.8,37.8,24.3,37.8,40.5,16.2,5.4,,23.1
Devers, Rafael,Rafael Devers,BOS,646240,2021,25,591,664,38,62,21.5,9.3,0.279,0.538,0.352,113,5,5,13,0,7,7,0,4,101,4,1,92.9,13.3,34.7,14.6,7.3,22.6,21.7,29.9,2.9,51.8,77.9,32.3,61.2,77.3,27.7,53.6,33.2,42.3,24.6,42.3,26.3,23.9,7.5,4.37,26.8
Naylor, Josh,Josh Naylor,CLE,647304,2021,24,233,250,7,14,18,5.6,0.253,0.399,0.3,21,0,1,7,0,2,1,0,0,28,0,0,89.8,9,31.4,7.4,6.4,21.3,21.8,39.4,3.7,42.6,70.8,35.2,63.5,86.2,21.3,52.7,33,43.6,23.4,50.5,17,23.9,8.5,4.6,26.2
Toro, Abraham,Abraham Toro,SEA,647351,2021,25,335,375,11,31,14.4,8.3,0.239,0.373,0.315,46,3,6,5,0,7,0,0,2,45,2,0,86.8,13.7,29.7,7.4,4.9,21.9,30.7,29.3,4.9,33.9,66.3,30.1,72.6,86.9,17.6,47.9,29.7,39.6,30.7,41.7,35.3,18,4.9,4.3,28.1
Diaz, Aledmys,Aledmys Diaz,HOU,649557,2021,31,294,319,8,16,19.4,5,0.259,0.405,0.317,45,1,0,7,0,9,3,0,0,28,0,0,88.7,13.6,34.1,6.5,6.5,26.3,22.8,34.9,3,44.8,72.3,34.1,57.8,86.3,22.5,53.4,48.7,34.5,16.8,41.8,18.5,29.3,10.3,4.37,27.1
Urias, Luis,Luis Urias,MIL,649966,2021,24,490,570,23,63,20.4,11.1,0.249,0.445,0.342,75,2,5,9,0,10,3,1,3,77,4,1,87.9,14.2,34.9,9.3,7.4,20.6,25.7,31,6.1,40.5,67.8,25.2,64.5,81.7,22.8,46.3,42.1,36.8,21.2,41.8,26.2,21.2,10.8,4.64,26.5
Diaz, Lewin,Lewin Diaz,MIA,650331,2021,25,122,128,8,6,25.8,4.7,0.205,0.451,0.242,13,0,0,1,0,0,1,0,0,16,0,1,88.3,20.7,34.8,10.1,10.1,21.3,32.6,21.3,4.5,36,74.7,42.3,58.3,80.6,27.9,57.8,40.4,32.6,27,32.6,32.6,18,16.9,,25.5
Arraez, Luis,Luis Arraez,MIN,650333,2021,24,428,479,2,43,10,9,0.294,0.376,0.357,42,2,2,9,0,2,2,0,6,58,6,0,88.4,9.9,41.5,2.3,4.7,33.2,25.1,31.9,2.6,30.6,64,23,78,92.6,10.7,43.5,26.9,41.2,31.9,46.6,23.3,28.5,1.6,4.42,26.8
Jimenez, Eloy,Eloy Jimenez,CWS,650391,2021,25,213,231,10,16,24.7,6.9,0.249,0.437,0.303,37,0,0,8,0,1,0,0,1,23,1,0,90.5,8.4,29.9,10.8,3.2,24.2,17.2,39.5,2.5,45.8,74.5,35.4,47.1,77.6,33.8,52.6,36.3,36.3,27.4,48.4,22.3,23.6,5.7,4.46,27.5
Torres, Gleyber,Gleyber Torres,NYY,650402,2021,25,459,516,9,50,20.2,9.7,0.259,0.366,0.329,51,6,14,12,0,1,1,2,4,50,6,2,87.1,14.2,37.1,7.8,5.8,27.7,24.7,29.4,4.4,35.7,70.7,22.6,56.2,79.2,26.3,46.7,34.3,39.1,26.6,41.8,26.3,25.8,6.1,4.5,27
Castro, Willi,Willi Castro,DET,650489,2021,24,413,450,9,23,24.2,5.1,0.22,0.351,0.271,38,4,9,5,0,8,1,3,3,56,6,0,85.6,11.4,35.2,5.2,2.9,25.5,22.6,36.1,7.4,29.4,74.6,39.9,51.2,81.2,29.3,56.6,29.7,35.2,35.2,48.1,22.9,22.6,6.5,4.24,28.7
Diaz, Yandy,Yandy Diaz,TB,650490,2021,30,465,541,13,69,15.7,12.8,0.256,0.387,0.353,64,1,1,11,0,3,4,0,4,62,4,1,89.9,6.6,28.9,7,5.2,21.6,21.6,40.6,3.9,40.6,66.8,18.9,61.9,86.2,19.3,42.6,31.3,41.1,27.6,52.1,22.7,19.5,5.7,4.59,26.5
De La Cruz, Bryan,Bryan De La Cruz,MIA,650559,2021,25,199,219,5,18,24.2,8.2,0.296,0.427,0.356,19,1,1,8,0,1,1,0,1,17,1,1,88.4,11.1,35.4,5.4,6.8,32,21.8,30.6,3.4,42.2,71.4,32,50.3,87.7,25.2,50.1,35.4,36.7,27.9,49,19.7,24.5,6.8,4.49,28.2
Rengifo, Luis,Luis Rengifo,LAA,650859,2021,24,174,190,6,9,20,4.7,0.201,0.31,0.242,18,0,1,3,0,2,0,3,2,22,5,0,85.8,11.7,29.8,6.4,3.5,19.1,25.5,36.2,8.5,27,70.1,32,61.3,77.8,26.9,50.2,33.3,43.3,23.4,49.6,24.1,19.1,7.1,4.26,28.1
Pozo, Yohel,Yohel Pozo,TEX,650968,2021,24,74,77,1,3,13,3.9,0.284,0.378,0.312,9,0,0,1,0,0,0,0,0,8,0,0,87.7,14.6,35.9,3.1,4.7,29.7,25,32.8,4.7,37.5,81.4,44.7,62.7,90.6,19,63.4,35.9,43.8,20.3,35.9,15.6,34.4,14.1,4.82,25.1
Adams, Riley,Riley Adams,WSH,656180,2021,25,99,120,2,15,33.3,12.5,0.222,0.384,0.358,10,0,0,2,0,6,0,0,0,13,0,0,88.4,11.7,44.1,13.6,5.1,16.9,22,35.6,6.8,42.4,59.4,22.4,36.4,84.8,30.3,39.1,30.5,35.6,33.9,45.8,28.8,25.4,0,4.65,26.3
Allen, Greg,Greg Allen,NYY,656185,2021,28,37,48,0,5,27.1,10.4,0.27,0.432,0.417,2,0,5,0,0,5,0,0,1,9,1,0,86.3,23.4,48,8,4,24,36,16,12,24,51.1,23.5,56.5,89.4,20,36.8,44,40,16,24,24,40,12,,27.9
Bradley, Bobby,Bobby Bradley,CLE,656252,2021,25,245,279,16,25,35.5,9,0.208,0.445,0.294,41,0,0,3,0,6,1,0,3,36,3,1,89,12,37.6,16.8,5.4,21.5,22.1,28.9,5.4,40.9,68.9,29,39.5,69.2,40.3,47.8,35.6,38.3,26.2,40.9,30.2,22.8,6,4.47,27
Chapman, Matt,Matt Chapman,OAK,656305,2021,28,529,622,27,80,32.5,12.9,0.21,0.403,0.314,72,2,3,6,0,4,0,0,9,75,9,0,89.7,18.6,32.1,13.7,4.8,16.7,35.4,25.6,3.6,41.7,66.4,22.9,52.4,72.4,32.7,44.6,37.8,39.9,22.3,33.6,37.8,18.8,9.8,4.44,28.1
Chavis, Michael,Michael Chavis,BOS,656308,2021,26,121,124,3,1,33.9,0.8,0.248,0.397,0.258,11,2,1,4,0,1,0,0,1,16,1,0,90,7.9,36.3,5,5,20,23.8,40,2.5,42.9,76,46.4,42.3,73.4,37.6,61.3,43.8,31.3,25,48.8,20,26.3,5,4.39,28.7
Deichmann, Greg,Greg Deichmann,CHC,656364,2021,26,30,31,0,1,45.2,3.2,0.133,0.133,0.161,1,0,0,0,0,0,0,0,0,0,0,0,82.4,28.5,37.5,0,6.3,25,50,12.5,6.3,12.5,68.5,33.3,38.1,70,39.4,52.2,50,12.5,37.5,25,43.8,18.8,12.5,,
Diaz, Isan,Isan Diaz,MIA,656371,2021,25,238,278,4,34,26.3,12.2,0.193,0.282,0.291,17,1,1,2,0,1,6,1,3,25,4,0,88.7,9.6,27.6,4.1,5.3,24.7,28.2,32.9,4.7,36.5,61.3,26.7,42.1,78.9,32.1,43.7,35.9,37.1,27.1,46.5,27.6,22.4,3.5,4.69,25.8
Ellis, Drew,Drew Ellis,ARI,656403,2021,26,69,83,1,10,32.5,12,0.13,0.203,0.277,5,0,0,1,0,4,1,0,0,10,0,0,81.8,23.1,26.2,2.4,4.8,16.7,40.5,28.6,7.1,26.2,64.8,21.3,48.5,73.6,31.5,45.8,52.4,23.8,23.8,33.3,28.6,23.8,14.3,,27
Fairchild, Stuart,Stuart Fairchild,ARI,656413,2021,25,15,17,0,1,17.6,5.9,0.133,0.2,0.235,2,0,0,1,0,1,0,0,0,3,0,0,81.3,12.9,33.3,0,8.3,16.7,33.3,33.3,8.3,16.7,74.1,29.4,50,75,33.3,49.2,50,33.3,16.7,41.7,25,25,8.3,,
Flaherty, Jack,Jack Flaherty,STL,656427,2021,26,17,26,1,5,26.9,19.2,0.118,0.294,0.269,3,0,0,0,0,0,0,3,1,2,4,0,86.4,8.8,50,7.1,7.1,21.4,14.3,21.4,28.6,28.6,36.4,20.4,63.6,80,19.4,28.4,21.4,21.4,57.1,42.9,7.1,35.7,14.3,,
Gilbert, Tyler,Tyler Gilbert,ARI,656457,2021,28,9,11,0,0,54.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,64.9,-54.6,0,0,0,0,0,20,80,0,48,43.8,28.6,58.3,42.1,46.3,0,40,60,100,0,0,0,,
Gittens, Chris,Chris Gittens,NYY,656467,2021,27,36,44,1,7,29.5,15.9,0.111,0.194,0.25,5,0,0,0,0,0,0,0,1,1,1,0,86.3,-5.4,16.7,8.3,8.3,16.7,12.5,37.5,16.7,41.7,58.1,22.7,45.5,74,34.7,39.3,45.8,25,29.2,58.3,20.8,16.7,4.2,,25.3
Harrison, Monte,Monte Harrison,MIA,656509,2021,26,10,11,0,0,27.3,0,0.2,0.3,0.182,0,1,0,0,0,0,0,1,0,0,1,0,84.5,0.7,25,0,12.5,12.5,0,50,25,37.5,73.3,42.9,55.6,81.8,25,55.6,25,37.5,37.5,62.5,0,25,12.5,,27.8
Haseley, Adam,Adam Haseley,PHI,656514,2021,25,21,21,0,0,19,0,0.19,0.238,0.19,0,0,0,0,0,0,0,0,0,2,0,0,84.4,8,35.3,0,5.9,29.4,35.3,23.5,5.9,17.6,73.8,30.4,50,83.9,26.7,51.1,5.9,47.1,47.1,41.2,29.4,23.5,5.9,,26.9
Hill, Derek,Derek Hill,DET,656537,2021,26,139,150,3,10,28,6.7,0.259,0.388,0.313,14,3,6,2,0,1,0,0,0,19,0,1,86.9,9.2,40.2,5.2,4.1,29.9,20.6,28.9,10.3,29.9,70.8,30.2,45.5,79.4,26.6,51.2,35.1,38.1,26.8,45.4,17.5,30.9,6.2,4.19,30.5
Hilliard, Sam,Sam Hilliard,COL,656541,2021,27,214,238,14,23,36.6,9.7,0.215,0.463,0.294,34,0,5,0,0,1,3,0,0,32,0,0,90,12.8,32.3,15,3.9,20.5,24.4,32.3,2.4,39.2,68,26.9,42.2,65.3,41.5,47.2,40.9,38.6,20.5,44.1,29.1,18.1,8.7,4.24,28.9
Hoffman, Jeff,Jeff Hoffman,CIN,656546,2021,28,15,16,0,0,18.8,0,0.133,0.133,0.125,1,0,0,0,0,0,0,1,0,1,1,0,79,6.1,30.8,0,0,30.8,23.1,7.7,38.5,23.1,60.9,47.8,72.7,78.6,20,54.3,7.7,61.5,30.8,46.2,23.1,30.8,0,,24.2
Holloway, Jordan,Jordan Holloway,MIA,656548,2021,25,10,10,0,0,60,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,95.1,15.7,25,0,0,25,25,50,0,75,52.2,15,33.3,50,40,34.9,50,0,50,50,0,25,25,,
Hoskins, Rhys,Rhys Hoskins,PHI,656555,2021,28,389,443,27,47,24.4,10.6,0.247,0.53,0.334,71,2,3,7,0,5,0,0,2,64,2,0,91.2,21.7,36.7,17,8.5,15.9,31.8,23.3,3.5,46.3,64.1,25.2,55.2,81,26.4,44.4,42.8,33.2,24,29.7,36.7,24.4,9.2,4.63,26.4
Jackson, Alex,Alex Jackson,MIA,656577,2021,26,131,151,3,13,48.3,8.6,0.137,0.237,0.252,12,0,0,0,0,7,1,0,0,13,0,0,89.6,20.7,32.8,6.9,12.1,17.2,34.5,25.9,3.4,41.4,71,34.8,32.7,57.3,51.1,52.4,53.4,29.3,17.2,34.5,29.3,25.9,10.3,,26.9
Joe, Connor,Connor Joe,COL,656582,2021,29,179,211,8,26,19.4,12.3,0.285,0.469,0.379,35,0,0,1,0,3,0,0,3,23,3,0,88.1,14.8,39.7,9.9,5.7,31.2,25.5,23.4,2.1,39.9,68.6,17.4,50,83.6,23.5,41.7,36.9,33.3,29.8,33.3,27.7,29.8,9.2,4.53,27
Keller, Mitch,Mitch Keller,PIT,656605,2021,25,28,32,0,2,43.8,6.3,0.107,0.107,0.156,0,0,0,0,0,0,0,2,0,2,2,0,86.8,-34.1,25,0,0,18.8,0,62.5,18.8,31.3,42.7,27.5,57.1,68.8,30.4,36.5,25,31.3,43.8,81.3,0,18.8,0,,25.1
Luplow, Jordan,Jordan Luplow,CLE,656669,2021,28,163,193,11,28,29.5,14.5,0.202,0.454,0.326,28,2,1,2,0,2,0,0,0,23,0,1,86.8,23.1,28.3,10.4,10.4,15.1,38.7,19.8,5.7,32.1,71.4,19.7,55.9,73.2,31,43.4,38.7,35.8,25.5,33,39.6,14.2,13.2,4.43,27.6
McKinstry, Zach,Zach McKinstry,LAD,656716,2021,26,158,172,7,10,29.1,5.8,0.215,0.405,0.262,29,1,1,3,0,1,1,1,2,19,3,0,88.4,13.7,36,8.1,6.3,25.2,26.1,30.6,3.6,35.1,61,31.2,52.7,84.3,26,46.1,42.3,36.9,20.7,44.1,31.5,20.7,3.6,4.31,27.9
Megill, Tylor,Tylor Megill,NYM,656731,2021,26,28,31,0,1,54.8,3.2,0.214,0.321,0.226,0,0,0,0,0,0,0,2,0,1,2,0,90.8,-8.3,23.1,0,7.7,15.4,0,61.5,15.4,46.2,62.3,30.4,35.3,55.8,45,48,15.4,38.5,46.2,76.9,0,23.1,0,,22
Mullins II, Cedric,Cedric Mullins II,BAL,656775,2021,27,602,675,30,59,18.5,8.7,0.291,0.518,0.359,59,8,30,2,0,8,3,1,4,91,5,1,89.4,14.8,35.7,8.1,4.1,26.3,27.2,29,5.2,39.4,64.7,27.8,63.5,82.8,20.4,46.3,41.7,33.2,25.1,40.7,27.8,23.9,7.7,4.17,28.5
O'Hearn, Ryan,Ryan O'Hearn,KC,656811,2021,28,236,254,9,13,28,5.1,0.225,0.369,0.268,29,1,0,7,0,2,0,0,3,23,3,0,90.8,14.3,33.3,8.3,8.9,23.8,28,26.2,4.2,45.2,74.2,30.4,49,80.2,29.2,51.1,39.3,33.9,26.8,42.9,30.4,22,4.8,4.5,27.8
Padlo, Kevin,Kevin Padlo,TB,656821,2021,25,13,15,0,2,60,13.3,0.077,0.154,0.2,0,0,0,0,0,0,0,0,0,1,0,0,89.7,27.5,50,0,25,25,50,0,0,25,71.9,17.6,50,39.1,58.6,43.9,50,25,25,25,50,25,0,,
Peters, DJ,DJ Peters,TEX,656847,2021,26,223,240,13,12,34.2,5,0.197,0.422,0.242,38,0,2,4,0,2,4,0,3,29,3,0,87.5,16.4,30.6,11.1,7.6,17.4,30.6,23.6,8.3,38.9,79.2,35.1,52.2,68.1,36.7,56.8,36.8,41,22.2,38.9,29.9,19.4,11.8,4.28,29
Peterson, David,David Peterson,NYM,656849,2021,26,16,20,0,0,50,0,0.063,0.125,0.1,0,0,0,0,0,1,0,3,0,2,3,0,80.5,-25.4,11.1,0,11.1,0,0,33.3,55.6,33.3,61.2,24.1,42.9,63.3,27,47.4,0,55.6,44.4,88.9,0,11.1,0,,27.2
Rivera, Emmanuel,Emmanuel Rivera,KC,656896,2021,25,90,98,1,8,21.4,8.2,0.256,0.333,0.316,5,0,2,2,0,0,0,0,0,13,0,0,91.1,7.2,36.2,1.4,7.2,39.1,18.8,30.4,2.9,47.8,71.7,25.4,48,85.5,25.3,47,36.2,40.6,23.2,49.3,17.4,29,4.3,,27.4
Schwarber, Kyle,Kyle Schwarber,WSH,656941,2021,28,399,471,32,64,27,13.6,0.266,0.554,0.374,71,1,1,4,0,6,1,0,2,76,2,2,92.3,15.4,36.9,17.5,6.9,21.2,24.5,26.6,2.9,52.2,64.3,20.9,55.5,77,28.6,41.4,43.8,36.1,20.1,39.4,33.6,20.8,6.2,4.43,26.8
Smith, Pavin,Pavin Smith,ARI,656976,2021,25,498,545,11,42,19.4,7.7,0.267,0.404,0.328,49,0,1,11,0,4,1,0,1,68,1,0,87.2,9,33.6,5.1,8.4,24.4,20.6,34.1,7.4,42.7,59.5,23.8,61.3,90.7,17.3,42.1,34.1,40.5,25.4,47.8,22.4,23.4,6.4,4.49,26.5
Steele, Justin,Justin Steele,CHC,657006,2021,26,13,13,0,0,30.8,0,0.154,0.154,0.154,0,0,0,1,0,0,0,0,0,3,0,0,93.3,-9.4,11.1,0,0,22.2,0,44.4,22.2,33.3,71.4,45.5,40,66.7,10,62.5,22.2,66.7,11.1,77.8,0,22.2,0,,
Stokes Jr., Troy,Troy Stokes Jr.,PIT,657011,2021,25,18,20,0,1,25,5,0.111,0.167,0.2,2,0,1,0,0,1,0,0,0,2,0,0,84,15.6,30.8,0,7.7,23.1,38.5,15.4,15.4,30.8,68.6,29.3,50,79.2,30.6,47.4,53.8,23.1,23.1,38.5,46.2,15.4,0,,27.1
Thomas, Lane,Lane Thomas,WSH,657041,2021,26,226,264,7,37,23.9,14,0.235,0.412,0.341,28,3,7,6,0,0,1,0,1,35,1,0,91,12.3,31.7,7.3,6.7,23.2,25.6,34.8,1.2,45.7,59.5,20.1,60.4,84.8,21.1,40,35.4,41.5,23.2,44.5,25,23.2,7.3,4.36,29
Toussaint, Touki,Touki Toussaint,ATL,657053,2021,25,15,18,0,2,50,11.1,0,0,0.111,0,0,0,0,0,0,0,1,0,1,1,0,83.5,-8.6,28.6,0,0,0,14.3,71.4,14.3,0,64.5,30.3,30,55,50,46.9,14.3,42.9,42.9,85.7,0,14.3,0,,
Tucker, Cole,Cole Tucker,PIT,657061,2021,25,117,131,2,13,25.2,9.9,0.222,0.342,0.298,12,2,2,2,0,0,0,0,1,15,1,0,86.7,8.5,27.1,2.4,3.5,24.7,24.7,38.8,5.9,29.4,70.8,24.5,51.5,82,26.1,46.5,40,42.4,17.6,51.8,21.2,22.4,4.7,4.31,27.6
Verdugo, Alex,Alex Verdugo,BOS,657077,2021,25,544,604,13,51,15.9,8.4,0.289,0.426,0.351,63,2,6,11,0,4,6,0,5,88,5,2,89.9,7.5,34,7.1,5.3,26.7,19.2,36,4,42.9,62.2,26.7,66.4,88.6,17.7,44.7,33.1,40.4,26.5,50.3,21,24.3,4.4,4.32,27
White, Evan,Evan White,SEA,657108,2021,25,97,104,2,6,29.8,5.8,0.144,0.237,0.202,9,0,0,1,0,1,0,0,0,8,0,0,85.2,19.6,30.3,4.5,7.6,25.8,31.8,25.8,4.5,28.8,70.8,24.5,49,77,29.9,48.2,37.9,36.4,25.8,43.9,24.2,19.7,12.1,4.42,28
Wong, Connor,Connor Wong,BOS,657136,2021,25,13,14,0,1,50,7.1,0.308,0.538,0.357,1,0,0,0,0,0,0,0,0,3,0,0,89.1,7.6,83.3,16.7,16.7,33.3,16.7,16.7,0,50,63.3,25,50,52.6,44.4,43.5,16.7,16.7,66.7,16.7,33.3,50,0,,
Alvarez, Eddy,Eddy Alvarez,MIA,657193,2021,31,64,74,1,4,24.3,5.4,0.188,0.328,0.297,6,0,1,2,0,6,1,0,0,8,0,0,89.7,13.4,41.3,6.5,15.2,17.4,26.1,30.4,4.3,37,67.2,34.2,46.3,89.3,26.8,48.8,39.1,32.6,28.3,37,30.4,28.3,4.3,,28
Webb, Logan,Logan Webb,SF,657277,2021,25,46,53,1,2,39.6,3.8,0.13,0.283,0.151,7,0,0,1,0,0,0,5,0,7,5,0,88.3,14.1,23.3,13.3,0,3.3,30,33.3,16.7,26.7,61.6,44.9,34.3,72.1,36.5,54.2,23.3,46.7,30,53.3,26.7,13.3,6.7,,23.7
O'Grady, Brian,Brian O'Grady,SD,657434,2021,29,51,61,2,8,27.9,13.1,0.157,0.333,0.262,9,0,0,1,0,0,0,1,1,8,2,0,89.6,21.5,22.2,5.6,11.1,22.2,36.1,19.4,5.6,44.4,74.4,16.5,47.8,75.8,27,44.9,61.1,25,13.9,38.9,36.1,11.1,13.9,,27.9
DeJong, Paul,Paul DeJong,STL,657557,2021,28,356,402,19,35,25.6,8.7,0.197,0.39,0.284,45,1,4,6,0,9,0,0,2,44,2,0,86.3,16.4,33.3,10.6,7.1,16.1,31,28.6,6.7,35.3,74.8,27.2,48.7,81.4,27.9,50,41.6,35.7,22.7,38.4,34.5,19.6,7.5,4.5,27.5
Laureano, Ramon,Ramon Laureano,OAK,657656,2021,27,341,378,14,27,25.9,7.1,0.246,0.443,0.317,39,5,12,4,0,9,0,0,1,43,1,1,87.9,11.9,37.7,10.7,7.8,19.7,23.8,32,5.3,40.2,66.8,30.4,51.1,83.2,27,48.4,42.6,34.8,22.5,44.3,28.3,22.1,5.3,4.38,27.6
Sheets, Gavin,Gavin Sheets,CWS,657757,2021,25,160,179,11,16,22.3,8.9,0.25,0.506,0.324,34,0,0,4,0,2,0,0,1,23,1,1,90.4,11.7,30.6,9.9,6.6,20.7,23.1,37.2,2.5,44.6,64.2,29.7,61.6,88.4,20.6,46.2,36.4,38,25.6,46.3,24,19.8,9.9,4.49,26.7
Fuentes, Joshua,Joshua Fuentes,COL,658069,2021,28,271,284,7,12,22.9,4.2,0.225,0.351,0.257,33,0,0,5,0,0,1,0,1,30,1,1,85.1,17.9,28,2.4,4.8,23.2,36.2,29,3.4,27.3,79.2,41.2,59.2,80.2,27.2,59.3,32.9,38.6,28.5,39.1,33.3,18.4,9.2,4.44,27.6
Olivares, Edward,Edward Olivares,KC,658668,2021,25,101,111,5,5,17.1,4.5,0.238,0.406,0.288,12,2,2,2,0,3,0,1,1,14,2,0,87.3,7.9,25,6,6,17.9,26.2,39.3,4.8,31,66.3,29.1,57.9,84.8,24,45.2,47.6,32.1,20.2,47.6,25,21.4,6,4.29,29.3
Moncada, Yoan,Yoan Moncada,CWS,660162,2021,26,520,616,14,84,25.5,13.6,0.263,0.412,0.375,61,2,3,6,0,10,1,0,2,74,2,0,90.1,11.3,40,8.2,6.3,28.5,20.5,32.6,2.5,41.2,63.6,23.6,49.7,81,28.1,42.6,35.6,37.5,26.8,44.1,20.3,31,4.7,4.32,27.7
Ohtani, Shohei,Shohei Ohtani,LAA,660271,2021,27,537,639,46,96,29.6,15,0.257,0.592,0.372,100,10,26,7,0,4,20,0,2,103,2,0,93.9,16.6,35.4,22.3,6.6,20,21.7,24.9,3.4,53.6,69.9,27.2,48.2,73.2,35,45.8,46.6,30.6,22.9,39.7,34.6,20.9,4.9,4.09,28.8
Tsutsugo, Yoshi,Yoshi Tsutsugo,PIT,660294,2021,30,230,262,8,29,27.5,11.1,0.217,0.383,0.305,32,1,0,3,0,1,0,1,1,27,2,1,89.6,17.1,28.7,6.9,6.9,22.5,31.9,30.6,1.3,38.1,66.7,25.5,58.2,78.6,27.3,45.4,35,35.6,29.4,40.6,34.4,17.5,7.5,4.54,26.2
Arauz, Jonathan,Jonathan Arauz,BOS,660620,2021,23,65,75,3,8,20,10.7,0.185,0.369,0.267,8,0,0,2,0,0,0,2,0,9,2,0,85.9,17.3,23.1,3.8,5.8,13.5,28.8,38.5,9.6,30.8,52.8,31.5,68.6,83.3,20.7,42.1,38.5,36.5,25,46.2,19.2,21.2,13.5,,27
Ynoa, Huascar,Huascar Ynoa,ATL,660623,2021,23,32,32,2,0,46.9,0,0.219,0.438,0.219,6,0,0,0,0,0,0,0,0,3,0,0,87.4,4.7,23.5,11.8,0,29.4,11.8,29.4,17.6,47.1,70.3,54.2,30.8,60,45.1,63.4,41.2,35.3,23.5,52.9,23.5,17.6,5.9,,24.4
Hernandez, Yonny,Yonny Hernandez,TEX,660634,2021,23,143,166,0,17,19.3,10.2,0.217,0.252,0.313,6,2,11,2,0,4,0,1,1,15,2,0,83.1,4.1,39.8,0.9,0,31,16.8,41.6,9.7,15.9,56.2,20.1,69.6,89.5,15.1,38,28.3,34.5,37.2,53.1,15.9,26.5,4.4,4.52,26.8
Brujan, Vidal,Vidal Brujan,TB,660644,2021,23,26,26,0,0,30.8,0,0.077,0.077,0.077,2,0,1,0,0,0,0,0,0,3,0,0,80.5,4.8,22.2,0,0,22.2,33.3,33.3,5.6,16.7,67.9,40.4,68.4,86.1,20,55,33.3,44.4,22.2,55.6,11.1,22.2,11.1,,28.8
Acuna Jr., Ronald,Ronald Acuna Jr.,ATL,660670,2021,24,297,360,24,49,23.6,13.6,0.283,0.596,0.394,52,6,17,0,0,9,2,0,5,72,5,1,93.8,18.2,39.6,20.3,6.5,23.5,25.3,20.3,3.7,54.8,67,20.8,57.6,77.5,27.6,42.8,47.9,32.3,19.8,31.8,30.9,29,8.3,4.23,29.4
Ruiz, Keibert,Keibert Ruiz,WSH,660688,2021,23,88,96,3,6,9.4,6.3,0.273,0.409,0.333,15,0,0,3,0,2,0,0,0,10,0,0,86,18.6,30.4,2.5,2.5,31.6,30.4,30.4,2.5,30.4,68.2,36.5,81,91.1,12.6,51.8,48.1,34.2,17.7,43,24.1,21.5,11.4,4.64,25.6
Tejeda, Anderson,Anderson Tejeda,TEX,660731,2021,23,16,17,0,1,58.8,5.9,0.063,0.063,0.118,0,0,1,0,0,0,0,0,0,1,0,0,87.8,5.5,16.7,0,0,16.7,33.3,33.3,16.7,33.3,52.8,41.4,16.7,73.7,48.4,47.7,33.3,33.3,33.3,50,33.3,16.7,0,,
Sanchez, Jesus,Jesus Sanchez,MIA,660821,2021,24,227,251,14,20,31.1,8,0.251,0.489,0.319,36,1,0,2,0,3,3,0,1,27,1,0,90.2,8.7,38,12.7,6,22.7,20,35.3,3.3,42.7,71.4,31.5,51.8,79.7,29.2,50.2,36,37.3,26.7,46.7,28.7,21.3,3.3,4.35,27.8
Park, Hoy,Hoy Park,PIT,660829,2021,25,128,150,3,18,25.3,12,0.195,0.336,0.293,14,1,1,4,0,1,1,1,1,16,2,0,85.9,15.8,29.3,6.5,3.3,25,29.3,30.4,5.4,25,60.5,15.9,49,80.2,25.4,39.3,46.7,33.7,19.6,43.5,31.5,18.5,6.5,4.19,28.3
Gutierrez, Vladimir,Vladimir Gutierrez,CIN,661269,2021,26,33,42,0,2,33.3,4.8,0.091,0.091,0.119,1,0,0,0,0,0,0,7,0,3,7,0,79.5,-0.1,7.7,0,0,11.5,15.4,34.6,38.5,19.2,73.8,58.2,43.8,53.3,28.6,66.4,3.8,57.7,38.5,80.8,11.5,0,7.7,,24.3
Contreras, William,William Contreras,ATL,661388,2021,24,163,185,8,19,29.2,10.3,0.215,0.399,0.303,23,0,0,3,0,2,1,0,1,19,1,0,92.5,8.2,28.2,10.9,5.5,22.7,20.9,37.3,1.8,44.5,73,32,45,72.8,36.4,51.3,37.3,48.2,14.5,48.2,29.1,20,2.7,4.53,27
