last_name, first_name,name,team,player_id,year,player_age,b_ab,b_total_pa,b_home_run,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,b_rbi,r_total_caught_stealing,r_total_stolen_base,b_gnd_into_dp,b_gnd_into_tp,b_hit_by_pitch,b_intent_walk,b_sac_bunt,b_sac_fly,r_run,b_total_sacrifices,b_walkoff,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,z_swing_percent,oz_swing_percent,oz_contact_percent,iz_contact_percent,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,hp_to_1b,sprint_speed
Winker, Jesse,Jesse Winker,CIN,608385,2021,28,423,485,24,53,15.5,10.9,0.305,0.556,0.394,71,0,1,14,0,9,1,0,0,77,0,1,90.6,10.8,38.2,11.2,6.9,26.4,20.1,33.3,2,47.1,68.2,24.3,68.7,83.5,20.1,45.1,37.9,37.4,24.7,42.5,25.3,26.1,6,4.67,25.8
Godoy, Jose,Jose Godoy,SEA,608422,2021,27,37,40,0,3,35,7.5,0.162,0.189,0.225,3,0,0,2,0,0,0,0,0,2,0,0,86.2,5.7,17.4,4.3,0,17.4,30.4,39.1,8.7,34.8,56.6,22.4,52.6,80.9,27.3,39.3,30.4,52.2,17.4,47.8,30.4,17.4,4.3,,25.7
Marquez, German,German Marquez,COL,608566,2021,26,53,60,1,0,21.7,0,0.264,0.415,0.233,9,0,0,0,0,0,0,7,0,5,7,0,85.3,6.4,34,2.1,4.3,27.7,17,27.7,21.3,23.4,67.8,68.1,61.2,71.2,25,67.9,23.4,48.9,27.7,51.1,12.8,29.8,6.4,,24.7
Mazara, Nomar,Nomar Mazara,DET,608577,2021,26,165,181,3,15,24.9,8.3,0.212,0.321,0.276,19,0,0,4,0,0,0,0,1,12,1,0,90.4,11.1,33.1,7.4,9.1,18.2,23.1,40.5,1.7,39.7,64.9,29.9,56.6,80.8,27.4,46.5,30.6,40.5,28.9,47.9,24,23.1,5,4.53,26.4
Murphy, Tom,Tom Murphy,SEA,608596,2021,30,277,325,11,40,30.5,12.3,0.202,0.35,0.302,34,0,0,8,0,2,0,0,3,35,3,1,88.6,15.9,30.9,8.8,5,23.8,30.4,28.7,3.3,38.1,67.8,23.5,43.6,75.6,33.3,44.5,44.8,34.8,20.4,44.2,27.6,16,12.2,4.61,27
Guzman, Ronald,Ronald Guzman,TEX,608597,2021,27,16,17,1,1,35.3,5.9,0.063,0.25,0.118,1,0,0,0,0,0,0,0,0,1,0,0,87.2,10.5,10,10,0,0,30,60,0,20,73,24.2,62.5,59.3,40,50,60,30,10,60,40,0,0,,24.3
Jankowski, Travis,Travis Jankowski,PHI,608671,2021,30,131,157,1,22,18.5,14,0.252,0.351,0.357,10,0,5,1,0,1,4,2,0,24,2,0,85.2,6.9,26,1.9,2.9,22.1,21.2,40.4,11.5,20.2,62.6,15.9,60.5,82.7,18,41,27.9,35.6,36.5,53.8,19.2,24,2.9,4.22,28.7
Mayfield, Jack,Jack Mayfield,LAA,608686,2021,31,266,290,10,17,23.4,5.9,0.218,0.387,0.269,39,1,5,6,0,3,0,3,1,30,4,0,85.3,16.8,28.2,6.4,5.9,17.3,34.2,28.7,5.9,26.7,72.9,34.9,57.4,83.9,24.5,52.9,35.1,33.2,31.7,41.6,25.7,18.3,14.4,4.38,27.2
Plawecki, Kevin,Kevin Plawecki,BOS,608700,2021,30,157,173,3,12,15,6.9,0.287,0.389,0.347,15,0,0,4,0,3,0,1,0,15,1,0,87.3,13.6,33.3,6.1,6.1,22.7,28,30.3,5.3,34.6,66.4,24.5,69.9,88.6,16.3,46.3,34.1,34.8,31.1,40.2,25,25.8,9.1,4.73,25.4
Refsnyder, Rob,Rob Refsnyder,MIN,608701,2021,30,139,157,2,17,25.5,10.8,0.245,0.338,0.325,12,0,1,4,0,0,0,0,1,21,1,0,89.2,9.3,40,7,13,25,22,28,5,41,61.7,18.5,51.6,79.1,26.9,40.1,40,37,23,43,27,26,4,4.43,27.3
Mondesi, Adalberto,Adalberto Mondesi,KC,609275,2021,26,126,136,6,6,31.6,4.4,0.23,0.452,0.265,17,1,15,2,0,1,0,3,0,19,3,0,92.3,16.1,29.1,12.8,7,17.4,23.3,29.1,9.3,44.2,83,35.7,41.2,72.9,35.4,59.3,39.5,44.2,16.3,44.2,25.6,16.3,14,,28.5
Andujar, Miguel,Miguel Andujar,NYY,609280,2021,26,154,162,6,7,17.3,4.3,0.253,0.383,0.284,12,1,0,8,0,0,0,0,1,19,1,0,87.1,6.1,31.5,5.5,2.4,23.6,23.6,38.6,6.3,37,74.7,37.7,65.9,89,19.4,55.2,29.1,43.3,27.6,52.8,20.5,21.3,5.5,4.45,27.6
Vosler, Jason,Jason Vosler,SF,613564,2021,28,73,82,3,7,25.6,8.5,0.178,0.356,0.256,9,0,2,5,0,1,1,0,1,12,1,0,88.5,18.6,28.3,9.4,5.7,20.8,32.1,28.3,3.8,35.8,73.9,26.3,47.6,75.6,31.7,50.2,37.7,41.5,20.8,41.5,28.3,17,13.2,4.59,26.4
Cordero, Franchy,Franchy Cordero,BOS,614173,2021,27,127,136,1,8,37.5,5.9,0.189,0.26,0.235,9,1,1,1,0,0,0,1,0,12,1,0,89.2,5.5,32.5,3.9,7.8,16.9,23.4,31.2,7.8,42.9,74.4,31.6,26.9,67.7,40.9,54.8,31.2,32.5,36.4,48.1,19.5,27.3,5.2,4.25,28.6
Reyes, Franmil,Franmil Reyes,CLE,614177,2021,26,418,466,30,43,32,9.2,0.254,0.522,0.324,85,1,4,13,0,2,3,0,3,57,3,1,92,9.7,31.3,16.9,5.9,22.8,16.9,32.7,3.3,48.5,68.2,25.8,49.3,73.8,33.7,45.4,37.5,40.4,22.1,46.3,25,21.7,7,4.75,26.1
Torrens, Luis,Luis Torrens,SEA,620443,2021,25,346,378,15,28,26.2,7.4,0.243,0.431,0.299,47,0,0,8,0,1,1,0,3,39,3,1,90.9,6.1,34.4,10.4,8.4,25.6,14.8,38,2.4,43.2,63.4,25.7,57.3,78.3,27.4,45.3,29.6,43.6,26.8,52,22,21.6,4.4,4.61,26.8
Robertson, Daniel,Daniel Robertson,MIL,621002,2021,27,73,90,2,12,31.1,13.3,0.164,0.274,0.3,4,0,0,1,0,3,1,1,1,10,2,0,82.9,10.4,31.9,6.4,2.1,19.1,27.7,36.2,8.5,23.4,60.3,21.5,41.9,81,29.1,39.6,36.2,40.4,23.4,44.7,36.2,17,2.1,4.75,26.5
Lopes, Tim,Tim Lopes,MIL,621005,2021,27,10,11,0,1,36.4,9.1,0.1,0.1,0.182,0,1,0,0,0,0,0,0,0,1,0,0,94.7,33.3,33.3,0,16.7,16.7,66.7,0,0,66.7,65.5,11.8,0,84.2,23.8,45.7,16.7,50,33.3,16.7,33.3,33.3,16.7,,
Martin Jr., Richie,Richie Martin Jr.,BAL,621006,2021,27,98,105,1,4,26.7,3.8,0.235,0.286,0.267,8,2,0,1,0,1,0,1,1,9,2,0,85.8,8.3,30.6,0,6.9,18.1,22.2,43.1,9.7,29.2,75.4,29.5,56.9,75,27.8,55.6,22.2,34.7,43.1,55.6,18.1,19.4,6.9,4.22,29.4
Schrock, Max,Max Schrock,CIN,621011,2021,27,125,134,3,8,17.9,6,0.288,0.448,0.328,14,1,1,0,0,0,1,0,1,19,1,0,85,18.5,40.2,2.9,2.9,33.3,34.3,21.6,4.9,24.5,75.5,37.7,69.8,90.1,17.4,55.2,38.2,33.3,28.4,31.4,28.4,31.4,8.8,4.33,27.2
Swanson, Dansby,Dansby Swanson,ATL,621020,2021,27,588,653,27,52,25.6,8,0.248,0.449,0.311,88,3,9,7,0,5,4,1,7,78,8,1,89.3,14,36.8,11.4,6.1,22.8,26.8,28.4,4.2,42.8,72.6,24.2,51.8,75.6,30.4,48.1,40.3,35.4,24.2,40.1,28.9,24.5,6.5,4.31,28.4
Newman, Kevin,Kevin Newman,PIT,621028,2021,28,517,554,5,27,7.4,4.9,0.226,0.309,0.262,39,1,6,7,0,1,3,6,3,50,9,0,85.3,9.9,32,1.6,3.5,23.1,28.9,35.5,7.4,26,63.3,26.5,74.1,92.5,11.8,44.9,31.8,42.9,25.4,45.8,21.4,25.2,7.6,4.35,28.4
Taylor, Chris,Chris Taylor,LAD,621035,2021,31,507,582,20,63,28.7,10.8,0.254,0.438,0.344,73,1,13,5,0,8,2,1,3,92,4,0,88.1,17.4,37.8,9.9,6.4,23.8,27.9,25.9,5.2,38.1,69.5,20.7,43.3,73.8,32.7,45.6,42.2,35.5,22.4,36.9,32.3,24.7,6.1,4.34,28.8
Correa, Carlos,Carlos Correa,HOU,621043,2021,27,555,640,26,75,18.1,11.7,0.279,0.485,0.366,92,0,0,16,0,4,2,0,6,104,6,1,90.2,12.1,33.5,9.4,7.4,27,22.5,29.9,3.8,42.7,62,24.1,59.7,87.4,20.9,42.1,33.5,38.2,28.3,42.5,23.4,26.1,8.1,4.53,26.9
Eflin, Zach,Zach Eflin,PHI,621107,2021,27,29,37,0,1,40.5,2.7,0,0,0.054,1,0,0,0,0,1,0,6,0,1,6,0,82.9,-1,10,0,0,0,20,50,30,15,63.9,44.4,25,77.4,31.5,57,20,45,35,80,10,0,10,,22.6
Buehler, Walker,Walker Buehler,LAD,621111,2021,27,69,82,0,5,54.9,6.1,0.101,0.13,0.146,3,0,0,0,0,0,0,8,0,5,8,0,85.7,-7.6,12.5,0,6.3,12.5,9.4,34.4,34.4,25,55.2,15.2,26.1,57.9,35.4,37.7,12.5,31.3,56.3,81.3,9.4,6.3,3.1,,24.7
Mills, Alec,Alec Mills,CHC,621219,2021,30,32,36,0,0,72.2,0,0.031,0.063,0.028,0,0,0,0,0,0,0,4,0,1,4,0,89.4,-2.5,30,0,10,0,20,30,40,10,52.8,16.7,30,44.7,31.6,38.3,10,70,20,70,10,20,0,,
Dahl, David,David Dahl,TEX,621311,2021,27,205,220,4,10,26.8,4.5,0.21,0.322,0.245,18,1,2,3,0,1,0,1,3,19,4,0,88.2,12,37.3,6.7,5.3,27.3,22.7,32.7,3.3,37.4,70.1,36.7,57.3,81.4,26.7,52.9,36.7,40,23.3,48,19.3,24.7,8,4.31,27.7
Phillips, Brett,Brett Phillips,TB,621433,2021,27,253,292,13,33,38.7,11.3,0.206,0.427,0.298,44,3,14,3,0,2,0,2,2,50,4,2,89.6,17.8,31.9,11.1,9.7,19.4,26.4,29.2,4.2,45.1,65.4,17,37.4,68.1,35.6,42.6,38.9,41.7,19.4,36.1,38.2,20.8,4.9,4.16,28.5
Taylor, Tyrone,Tyrone Taylor,MIL,621438,2021,27,243,271,12,20,21.8,7.4,0.247,0.457,0.321,43,1,6,6,0,7,1,0,1,33,1,0,88.6,16,29.7,7.6,4.3,23.2,30.3,30.3,4.3,37.3,68.8,32.9,56.9,87.5,23.6,49.2,44.3,31.4,24.3,41.6,27,22.2,9.2,4.47,28.6
Buxton, Byron,Byron Buxton,MIN,621439,2021,28,235,254,19,13,24.4,5.1,0.306,0.647,0.358,32,1,10,0,0,6,0,0,0,50,0,0,92.5,13.3,35.3,17.9,5.2,19.7,22,31.8,3.5,53.8,77.6,29.9,51.7,78.4,29.4,53,47.4,34.1,18.5,39.3,31.8,23.1,5.8,4,30
Brinson, Lewis,Lewis Brinson,MIA,621446,2021,27,274,290,9,13,24.8,4.5,0.226,0.376,0.262,33,1,1,5,0,1,0,1,1,24,2,0,88.5,14,29.9,6.4,3.9,26.5,26.5,33.8,2.9,37.7,72.9,41.8,52.7,78.9,31.3,55.6,35.8,41.2,23,43.1,20.1,23,13.7,4.33,28.6
Bolt, Skye,Skye Bolt,OAK,621450,2021,27,57,60,1,1,25,1.7,0.088,0.158,0.1,4,0,2,0,0,0,0,2,0,5,2,0,86.4,10.8,15.9,2.3,6.8,18.2,25,43.2,4.5,27.3,62.5,29.9,62.1,81.4,23.2,47.4,43.2,38.6,18.2,54.5,25,15.9,4.5,,29
Duggar, Steven,Steven Duggar,SF,621453,2021,28,268,297,8,27,29.6,9.1,0.257,0.437,0.33,35,0,7,4,0,2,3,0,0,45,0,0,88,15.2,40,8.3,6.7,25,27.2,28.9,3.3,33.9,62.6,23,45.8,80.3,27.5,41.9,31.1,38.3,30.6,38.3,31.7,26.1,3.9,4.3,28.5
Rios, Edwin,Edwin Rios,LAD,621458,2021,27,51,60,1,7,30,11.7,0.078,0.137,0.217,1,0,0,3,0,2,0,0,0,4,0,0,90,11.1,27.3,12.1,15.2,0,30.3,42.4,0,45.5,69.2,23.7,53.6,71.6,31.2,46.4,30.3,48.5,21.2,42.4,39.4,12.1,6.1,4.5,26.3
Stewart, DJ,DJ Stewart,BAL,621466,2021,28,270,318,12,44,28,13.8,0.204,0.374,0.324,33,0,0,3,0,4,1,0,0,39,0,0,87.8,19.7,29.3,9.4,4.4,22.1,33.7,26.5,3.9,34.3,72.5,22.4,40.7,76.5,31.5,47.1,33.1,37.6,29.3,35.9,29.8,19.3,14.9,4.48,26.7
Ward, Taylor,Taylor Ward,LAA,621493,2021,28,208,237,8,20,23.2,8.4,0.25,0.438,0.329,33,1,1,4,0,6,0,2,1,33,3,0,89.6,16.4,39.1,10.3,10.3,23.1,23.1,25.6,7.7,39.7,67.5,25.1,53.8,82.3,25.1,47,37.8,32.1,30.1,38.5,29.5,27.6,4.5,4.38,28.3
Mathisen, Wyatt,Wyatt Mathisen,ARI,621500,2021,28,42,51,1,5,41.2,9.8,0.119,0.19,0.255,8,0,0,0,0,3,0,0,1,3,1,0,86.8,23.7,31.8,4.5,4.5,31.8,36.4,13.6,9.1,40.9,64.7,26.8,34.6,65.2,43.5,46.2,36.4,36.4,27.3,22.7,18.2,31.8,27.3,,
Nido, Tomas,Tomas Nido,NYM,621512,2021,27,153,161,3,5,27.3,3.1,0.222,0.327,0.261,13,0,1,4,0,3,1,0,0,16,0,0,88.7,10,42.2,6.4,7.3,32.1,21.1,28.4,4.6,43.1,84.7,50.4,52.2,68.6,37.7,65.7,27.5,51.4,21.1,42.2,23.9,33.9,0,4.81,25.6
Bemboom, Anthony,Anthony Bemboom,LAA,621532,2021,31,27,28,0,1,35.7,3.6,0.222,0.222,0.25,2,0,0,1,0,0,0,0,0,2,0,0,83.1,1.9,29.4,0,5.9,17.6,17.6,52.9,5.9,11.8,60.9,40,45,75,35.4,50,41.2,29.4,29.4,52.9,11.8,29.4,5.9,,26.8
Wisdom, Patrick,Patrick Wisdom,CHC,621550,2021,30,338,375,28,32,40.8,8.5,0.231,0.518,0.304,61,1,4,7,0,4,1,0,0,54,0,0,91.2,19.1,39.5,16.2,7.6,26.5,27,17.8,4.9,51.9,74.8,29.3,40,67.4,41.3,50,53,31.9,15.1,32.4,36.2,23.2,8.1,4.42,28.1
Moroff, Max,Max Moroff,STL,621559,2021,28,16,16,0,0,62.5,0,0.063,0.063,0.063,1,0,0,0,0,0,0,0,0,0,0,0,86.1,31.3,33.3,16.7,0,16.7,50,16.7,0,16.7,61.5,26.7,25,62.5,46.9,46.4,50,33.3,16.7,16.7,50,33.3,0,,
Wendle, Joey,Joey Wendle,TB,621563,2021,31,460,501,11,28,22.6,5.6,0.265,0.422,0.319,54,6,8,9,0,10,4,0,3,73,3,0,87.9,6.2,30.6,4.6,4.3,25.4,22.9,38.6,3.7,34.6,64.4,32.8,58.1,83.4,25,48.1,35.7,34.3,30,50,22,25.1,2.9,4.3,27.9
Olson, Matt,Matt Olson,OAK,621566,2021,27,565,673,39,88,16.8,13.1,0.271,0.54,0.371,111,1,4,17,0,9,12,0,11,101,11,1,91.6,16.2,32.4,12.7,7.8,19.7,28.5,27.4,3.9,48.8,72.2,23.7,62.9,81.6,23,47,39.5,33.7,26.8,40.4,30.2,19.7,9.7,4.65,25.9
Dean, Austin,Austin Dean,STL,621573,2021,28,30,38,1,6,28.9,15.8,0.233,0.4,0.342,7,0,0,0,0,0,0,0,2,5,2,0,87.4,5.1,33.3,4.8,0,19,28.6,42.9,4.8,33.3,60.2,24.1,47.6,80,29.6,41.8,28.6,33.3,38.1,47.6,23.8,23.8,4.8,,27.6
Wood, Alex,Alex Wood,SF,622072,2021,30,38,47,0,5,55.3,10.6,0,0,0.106,0,1,0,0,0,0,0,4,0,0,4,0,85.7,-7,12.5,0,0,0,18.8,50,31.3,12.5,47.5,19.8,29.4,56.3,32.3,34.8,6.3,68.8,25,81.3,12.5,6.3,0,,22.5
Jones, Taylor,Taylor Jones,HOU,622100,2021,28,102,108,2,4,26.9,3.7,0.245,0.402,0.269,16,0,0,5,0,0,0,0,2,11,2,0,90.6,12.8,32,6.7,4,21.3,28,38.7,0,42.7,72.2,30.7,49.2,77.1,31.2,51.4,36,37.3,26.7,49.3,21.3,21.3,8,4.76,26.3
Duffy, Matt,Matt Duffy,CHC,622110,2021,30,289,322,5,25,19.6,7.8,0.287,0.381,0.357,30,1,8,16,0,7,0,0,1,45,1,0,87.5,7.5,40.5,4,2.6,33,18.5,37.9,4,34.8,62.5,21.2,61.8,91.9,15.4,42.4,24.7,40.5,34.8,48.9,18.1,30,3.1,4.67,26.4
Munoz, Yairo,Yairo Munoz,BOS,622168,2021,26,11,11,0,0,18.2,0,0.091,0.091,0.091,0,0,0,0,0,0,0,0,0,0,0,0,85.1,18,33.3,0,0,11.1,55.6,33.3,0,22.2,85,29.4,20,82.4,31.8,59.5,44.4,33.3,22.2,33.3,33.3,22.2,11.1,,
Walton, Donovan,Donovan Walton,SEA,622268,2021,27,63,69,2,4,21.7,5.8,0.206,0.365,0.246,7,0,1,1,0,0,0,2,0,6,2,0,88,9.4,34,8,4,18,26,38,6,22,73.8,31.1,57.9,80,26.6,52.5,38,34,28,52,22,22,4,,27
Castillo, Luis,Luis Castillo,CIN,622491,2021,29,49,59,0,1,39,1.7,0.163,0.204,0.153,2,0,0,1,0,0,0,9,0,1,9,0,84,0.8,14.3,2.9,0,11.4,14.3,34.3,34.3,20,76,55.7,43.6,67.1,33,67.6,28.6,45.7,25.7,71.4,11.4,11.4,5.7,,25
Crismatt, Nabil,Nabil Crismatt,STL,622503,2021,27,10,11,0,0,54.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,68.5,-38.4,0,0,0,0,0,80,20,0,57.9,58.3,14.3,63.6,38.9,58.1,0,40,60,100,0,0,0,,
Margot, Manuel,Manuel Margot,TB,622534,2021,27,421,464,10,37,15.1,8,0.254,0.382,0.313,57,8,13,4,0,1,2,1,4,55,5,1,87.9,10.7,31.5,5.1,5.6,23.9,23.3,37.1,4.8,40.2,72.2,29.9,60.6,85.4,20.3,51.1,32.9,44.7,22.5,48,22.2,21.6,8.1,4.27,28.6
Reyes, Pablo,Pablo Reyes,MIL,622569,2021,28,78,87,1,9,17.2,10.3,0.256,0.359,0.333,3,0,4,2,0,0,1,0,0,12,0,0,87.1,15,28.6,3.2,6.3,27,30.2,31.7,1.6,36.5,59.3,23.9,70.5,86.3,17.8,41,42.9,34.9,22.2,36.5,28.6,25.4,9.5,4.5,27.8
Senzatela, Antonio,Antonio Senzatela,COL,622608,2021,26,39,51,0,0,37.3,0,0.051,0.051,0.039,1,0,0,0,0,0,0,12,0,1,12,0,79.8,-4.2,12.5,0,0,6.3,15.6,31.3,46.9,9.4,58.1,55.6,40,72,35.6,56.6,25,37.5,37.5,71.9,6.3,15.6,6.3,,22.6
Camargo, Johan,Johan Camargo,ATL,622666,2021,28,16,18,0,2,33.3,11.1,0,0,0.111,0,0,0,0,0,0,0,0,0,1,0,0,82,3.1,10,0,0,0,40,50,10,30,52.9,23.4,45.5,77.8,34.5,35.8,60,10,30,60,20,10,10,,23.1
Reyes, Victor,Victor Reyes,DET,622682,2021,27,209,220,5,8,25,3.6,0.258,0.416,0.282,22,1,5,2,0,0,0,2,1,26,3,0,89.5,6.6,37.6,8.3,4.5,27.4,18.5,36.9,4.5,35,68.5,41.5,62.6,80,25.3,55.1,31.8,42,26.1,51,19.1,28,1.9,4.35,28.8
Hernandez, Elieser,Elieser Hernandez,MIA,622694,2021,26,14,18,0,0,38.9,0,0.071,0.071,0.056,0,0,0,0,0,0,0,4,0,1,4,0,86.3,-6.5,27.3,0,0,9.1,9.1,36.4,45.5,9.1,62.1,56.5,30.8,61.1,29,59.6,27.3,45.5,27.3,81.8,0,18.2,0,,
Mateo, Jorge,Jorge Mateo,BAL,622761,2021,26,194,209,4,9,26.3,4.3,0.247,0.376,0.292,14,3,10,1,0,4,0,1,1,19,2,0,85.4,14.1,33.3,5.7,4.3,24.8,29.1,29.1,7.1,31.2,70.8,32.5,50.4,76.7,30.4,50.9,41.8,39,19.1,40.4,22.7,27,9.9,4.12,30.4
Velazquez, Andrew,Andrew Velazquez,NYY,623205,2021,27,67,68,1,1,33.8,1.5,0.224,0.358,0.235,6,1,4,1,0,0,0,0,0,11,0,0,90.2,9.5,45.5,13.6,9.1,15.9,18.2,40.9,2.3,43.2,73.6,26.8,36.4,71.8,33.1,51.7,36.4,43.2,20.5,47.7,22.7,25,4.5,,29.3
Giambrone, Trent,Trent Giambrone,CHC,623508,2021,28,13,13,0,0,30.8,0,0.154,0.154,0.154,0,0,0,0,0,0,0,0,0,0,0,0,86,1.6,0,0,0,11.1,33.3,55.6,0,33.3,80,23.1,33.3,75,34.6,51,66.7,22.2,11.1,66.7,33.3,0,0,,28
Bote, David,David Bote,CHC,623520,2021,28,291,327,8,27,22.3,8.3,0.199,0.33,0.275,35,1,0,13,0,5,0,1,3,32,4,1,89.9,9.8,27.5,9.9,6.3,18.5,27,32,5.9,43.7,68.3,27.5,54.3,83.5,25,47.4,37.4,35.1,27.5,48.6,25.2,19.4,6.8,4.48,27.2
Ramirez, Harold,Harold Ramirez,CLE,623912,2021,27,339,361,7,14,15.5,3.9,0.268,0.398,0.305,41,1,3,10,0,5,1,0,3,33,3,0,91.3,6.2,24.5,6.3,7.7,22,19.2,43,1.7,47.2,69.9,41.6,60.6,86.2,23.9,55.2,30.1,41.3,28.7,53.1,18.5,22,6.3,4.33,28.6
Santander, Anthony,Anthony Santander,BAL,623993,2021,27,406,438,18,23,23.1,5.3,0.241,0.433,0.285,50,1,1,11,0,4,0,1,4,54,5,0,90.7,18,34.5,8.4,6.5,30,29.4,22.9,2.6,43.5,72.1,32.9,62,81.5,25.1,51.5,39,37.4,23.5,35.2,26.5,26.8,11.6,4.7,26.1
Suarez, Ranger,Ranger Suarez,PHI,624133,2021,26,16,23,0,1,21.7,4.3,0.188,0.313,0.217,1,0,0,0,0,1,0,5,0,2,5,0,83.9,5.9,25,0,0,18.8,25,25,25,6.3,70,37.5,41.7,82.1,17.5,55.6,25,31.3,43.8,56.3,25,18.8,0,,22.5
Alonso, Pete,Pete Alonso,NYM,624413,2021,27,561,637,37,60,19.9,9.4,0.262,0.519,0.344,94,0,3,20,0,12,6,0,4,81,4,1,91,14.7,34.5,14.8,8.2,20.1,24.4,27.9,4.3,47.3,71,30.8,58.8,83.4,24.9,49.3,38.4,35.2,26.5,39,30.8,22.8,7.3,4.58,26
Arroyo, Christian,Christian Arroyo,BOS,624414,2021,26,164,181,6,8,24.3,4.4,0.262,0.445,0.32,25,0,1,1,0,7,0,1,0,22,1,0,86.3,9.4,35.5,7.4,5.8,23.1,22.3,34.7,6.6,35.5,75.8,37.9,57.1,81.9,26.5,55.7,28.9,41.3,29.8,49.6,18.2,25.6,6.6,4.45,27.9
Biggio, Cavan,Cavan Biggio,TOR,624415,2021,26,250,294,7,37,26.5,12.6,0.224,0.356,0.32,27,2,3,4,0,1,2,1,4,27,5,0,89,15.2,32.8,5.6,5.6,23.7,30.5,28.8,4,32.2,63.4,18.5,42.6,82.5,25.7,41.5,34.5,35,30.5,39,29.4,26,6.2,4.41,28.3
Conforto, Michael,Michael Conforto,NYM,624424,2021,28,406,479,14,59,21.7,12.3,0.232,0.384,0.344,55,0,1,14,0,12,3,0,2,52,2,3,88.5,13.2,32.9,9.2,5.3,26.6,24,31.6,3,39.5,68.1,23,62.5,81.8,23.3,44.3,42.1,35.5,22.4,45.1,29.3,21.4,4.3,4.52,27
Frazier, Adam,Adam Frazier,PIT,624428,2021,30,577,639,5,48,10.8,7.5,0.305,0.411,0.366,43,5,10,10,0,10,2,3,1,83,4,0,85.5,12.5,38.5,1,4.7,32.8,25.2,31.4,3.7,25.4,67.9,26.1,74.3,92.4,12.4,47.6,35.5,33,31.4,42.4,20.3,31.3,6.1,4.42,27.1
Trevino, Jose,Jose Trevino,TEX,624431,2021,29,285,302,5,12,18.9,4,0.239,0.34,0.265,30,1,1,13,0,0,1,2,3,23,5,0,87.5,9.6,33.5,4.3,6.4,23.6,24,36.1,5.2,37.1,62.2,34.2,60.3,86.9,22.4,48.2,32.6,40.3,27,45.9,22.7,26.2,5.2,4.85,24.5
Gordon, Nick,Nick Gordon,MIN,624503,2021,26,200,216,4,12,25.5,5.6,0.24,0.355,0.292,23,1,10,7,0,3,0,0,1,19,1,0,91.2,9.4,35.6,6.8,6.8,31.5,17.8,35.6,1.4,47.9,77.9,37.6,55.8,79.3,28.4,57.7,37,43.2,19.9,50.7,20.5,26.7,2.1,4.43,27.9
McGuire, Reese,Reese McGuire,TOR,624512,2021,26,198,217,1,15,20.3,6.9,0.253,0.343,0.309,10,0,0,4,0,2,0,1,1,22,2,0,87.5,13.4,39.1,2.6,3.8,28.2,27.6,28.2,7.1,33.3,71.1,29.3,59.1,85.3,21.4,50.3,35.9,40.4,23.7,42.3,23.7,28.2,5.8,4.54,26.3
Nunez, Dom,Dom Nunez,COL,624513,2021,26,228,263,10,34,34.6,12.9,0.189,0.399,0.293,33,0,0,0,0,0,4,0,1,31,1,0,86,21.9,39.1,9.4,8,21,34.8,20.3,6.5,31.2,59.8,23.5,45.2,76.1,32.8,41.1,50,31.2,18.8,31.9,36.2,19.6,12.3,4.72,25.3
Soler, Jorge,Jorge Soler,KC,624585,2021,29,516,602,27,67,23.6,11.1,0.223,0.432,0.312,70,0,0,12,0,6,0,0,5,74,5,0,91.2,15.7,30.6,12.4,7.4,20.8,26.6,29,2.6,47.1,69.9,23.1,42.9,81.4,29.2,44.8,50.7,29,20.1,41.4,29.6,20.1,8.7,4.67,26.9
Sosa, Edmundo,Edmundo Sosa,STL,624641,2021,25,288,326,6,17,19.3,5.2,0.271,0.389,0.344,27,4,4,8,0,17,2,1,2,39,3,0,86.7,6,28.9,3.9,5.3,25.4,20.6,39,5.3,32,73.9,34.1,53.1,80.3,27.7,53.6,33.3,41.2,25.4,51.8,21.5,22.4,4.4,4.3,29.7
Heredia, Guillermo,Guillermo Heredia,ATL,628338,2021,30,305,347,5,32,23.3,9.2,0.22,0.354,0.311,26,0,0,5,0,9,3,0,1,46,1,0,86.6,12.5,35.6,4,8,25.3,25.8,32,4.4,34.8,76.5,25.1,41.8,82.4,27.2,49.6,37.8,38.2,24,44,22.7,25.8,7.6,4.36,27.8
Hernandez, Yadiel,Yadiel Hernandez,WSH,628450,2021,34,264,289,9,22,20.4,7.6,0.273,0.413,0.329,32,0,3,11,0,1,1,0,2,33,2,1,89.6,5.1,31.4,5.8,9.2,26.6,14,39.1,4.8,38.2,74.6,26.5,60.7,76.2,28.3,49,28.5,39.6,31.9,55.6,21.7,22.2,0.5,4.64,25.3
Ibanez, Andy,Andy Ibanez,TEX,628451,2021,28,253,272,7,15,12.9,5.5,0.277,0.435,0.32,25,0,0,6,0,2,0,1,1,31,2,0,88.8,15.5,35.5,7.3,5.9,22.7,30,29.5,4.1,38.6,73,29.9,60.1,87.1,20.5,51.6,31.8,41.8,26.4,38.2,31.8,22.3,7.7,4.33,28
