"last_name","first_name","name","team","player_id","year","PC1","PC2","PC3","PC4","PC5","PC6"
"Raleigh"," Cal","Cal Raleigh","SEA",663728,2021,0.672402279802326,0.321644492603751,-0.878480168731377,-0.877464183407976,-0.27375132731098,0.162659095750741
"Neidert"," Nick","Nick Neidert","MIA",663734,2021,5.13051904722108,0.0670170727089009,0.15971388624254,1.34414081005756,1.07757393641182,-0.156160527267699
"Fortes"," Nick","Nick Fortes","MIA",663743,2021,-2.47804118447964,-0.654716459577901,-0.8413600801911,-0.604723960398003,-0.478097745632941,0.989853109107835
"Grisham"," Trent","Trent Grisham","SD",663757,2021,-2.29188874453527,-0.831851239407747,0.806069823204416,0.837961551097661,0.338318844715053,0.302275795088695
"Woodford"," Jake","Jake Woodford","STL",663765,2021,5.07779972884148,0.944600020635768,0.141347944723162,0.242091748199541,-0.661532258835784,0.188306408900637
"Terry"," Curtis","Curtis Terry","TEX",663799,2021,2.08105322703437,1.09251197634336,0.616839858557436,-0.47386382005585,1.00231983334318,-1.10103604158245
"Vierling"," Matt","Matt Vierling","PHI",663837,2021,-1.88716550263136,-0.688042696338616,1.0069130851028,-2.2033566354976,-0.973616791234622,-0.227855513448938
"Rivas III"," Alfonso","Alfonso Rivas III","CHC",663845,2021,-1.27003193465589,0.876335108641818,-0.308859922435712,-2.65445285786804,-0.101003714759837,0.0583486281531098
"Gonzalez"," Romy","Romy Gonzalez","CWS",663853,2021,0.350971340387791,0.377235255382243,-0.13389058379551,-0.656614766841658,-0.517104125593388,0.00594185313397561
"Stephenson"," Tyler","Tyler Stephenson","CIN",663886,2021,-2.61612513520445,1.31310615076119,0.137760031053812,-0.564926312975346,0.335726568103982,0.104279380437127
"Williams"," Luke","Luke Williams","PHI",663897,2021,-0.49190411209707,-0.514952114851047,2.10508757513226,-0.44190707870603,-0.0868505998025305,0.514612003565885
"Rodgers"," Brendan","Brendan Rodgers","COL",663898,2021,-1.79764079187997,1.17725125415498,0.188654934145404,0.465997280010388,0.25923959895442,-0.846953629962564
"Blankenhorn"," Travis","Travis Blankenhorn","NYM",663905,2021,0.331420741962622,0.532154079955264,-1.92379173947414,-1.51831993751614,0.086174093046239,1.75707681187722
"Paddack"," Chris","Chris Paddack","SD",663978,2021,6.14841925662335,-0.81142666150401,-0.837083248451847,0.859666879538699,-0.546434979740961,-2.4769706050857
"Lowe"," Nathaniel","Nathaniel Lowe","TEX",663993,2021,-2.82033889350808,0.483292194635315,-0.319484746098511,1.70919935966404,0.105744307355182,0.363145217161991
"Happ"," Ian","Ian Happ","CHC",664023,2021,-1.39534895285039,-0.816079563139541,-1.12036789412373,1.33636344140489,0.0595802047690176,0.715509127096307
"France"," Ty","Ty France","SEA",664034,2021,-3.29019307294733,1.59639831538819,0.00467586984277663,0.360375751485221,1.38828547865677,-1.69597262654537
"Lowe"," Brandon","Brandon Lowe","TB",664040,2021,-2.5948475622144,-0.496933680217365,-2.02442240517273,1.34621379858671,0.151595271816072,-0.11981664976399
"Bader"," Harrison","Harrison Bader","STL",664056,2021,-1.88965302039144,-1.10599467408167,0.561385836382503,0.684144227118631,0.538521785929082,0.0643891766477145
"Stevenson"," Andrew","Andrew Stevenson","WSH",664057,2021,-0.0373067981096012,-0.426409697876581,0.162860155429563,-0.417109298332018,-0.158242741550237,-1.14674699229066
"Fletcher"," David","David Fletcher","LAA",664058,2021,-2.55618118566542,0.845573020501559,3.42166558536098,1.60693866970345,0.169479500000043,0.7216406826471
"Haggerty"," Sam","Sam Haggerty","SEA",664059,2021,0.694005668897812,-4.45087092667364,1.69935206577373,-0.475359961979,-0.121111387500317,1.28047488124645
"Gonsolin"," Tony","Tony Gonsolin","LAD",664062,2021,3.79944777059755,0.125775605838648,0.120765073936523,1.14281971238148,-0.180890812262591,-0.0680529704574279
"Kingery"," Scott","Scott Kingery","PHI",664068,2021,6.16165894208068,-1.61978753494035,-2.97038647461253,-0.160404051722854,0.444165750280642,1.15289553115607
"Brubaker"," JT","JT Brubaker","PIT",664141,2021,4.43589148290939,0.951592664632393,1.27180301248308,1.52279001142857,0.338593482585439,0.0557913741067609
"Lucchesi"," Joey","Joey Lucchesi","NYM",664192,2021,7.24985732996625,-1.18745340737044,-1.8854571371371,2.78293364665215,-0.228165341871029,-1.56333014411802
"Moore"," Dylan","Dylan Moore","SEA",664238,2021,-1.40442510376519,-3.48987980157349,1.33322172220119,0.860928164610589,0.277225292297061,0.511081815858898
"Garlick"," Kyle","Kyle Garlick","MIN",664247,2021,-0.53987533554143,-0.198737727354117,-0.953998362842933,-0.725915325240727,-0.670267029928929,-0.345870484641229
"Florial"," Estevan","Estevan Florial","NYY",664314,2021,-1.46981118188103,-2.12451485020409,-1.73008324442598,-1.33958731090515,-0.24497361817078,2.16626475376373
"Lopez"," Alejo","Alejo Lopez","CIN",664670,2021,0.414169544765544,1.62993838570275,1.62888910092083,-1.60971990571963,-1.63898358278278,-0.890877574472709
"Straw"," Myles","Myles Straw","HOU",664702,2021,-3.76134970977159,-1.05739166381502,2.65503622738651,0.836939244050114,-0.338179886117707,0.463834641982058
"Isbel"," Kyle","Kyle Isbel","KC",664728,2021,-1.17266465008074,-0.51755771991029,0.765510159013083,-1.44960362815894,-0.496593985038677,1.09752444186348
"Higgins"," P.J.","P.J. Higgins","CHC",664731,2021,3.48955810654475,1.01283270579904,1.30164595379723,0.276258129335194,1.27351233457727,0.613298452570916
"Bohm"," Alec","Alec Bohm","PHI",664761,2021,-1.58851513832419,0.383792093132002,0.246899411878961,0.375012324486565,-0.796445230641986,-0.479442235194018
"Wade Jr."," LaMonte","LaMonte Wade Jr.","SF",664774,2021,-2.06582901510304,0.203004356208447,0.0896901003304441,-0.0386481481029976,0.146329469749382,0.605449816271365
"Tom"," Ka'ai","Ka'ai Tom","PIT",664789,2021,0.728126032735855,-0.733733121993156,-0.717146053694695,-1.0056061699612,1.46083052144165,-1.15430383584704
"Mazeika"," Patrick","Patrick Mazeika","NYM",664850,2021,0.41253800248193,1.2721292140077,1.10337546520727,-1.49715585809248,1.67797563258982,-0.992945130444962
"Zavala"," Seby","Seby Zavala","CWS",664874,2021,2.38637410100213,-0.384671552212689,-2.23130690331742,-0.195050275190573,-0.245332894008728,0.766032194838122
"Mendick"," Danny","Danny Mendick","CWS",664901,2021,0.0535000521468782,1.00786662172111,0.713659242501139,-0.666230325564814,0.165518818272481,0.363115078633742
"Brown"," Seth","Seth Brown","OAK",664913,2021,-0.912560344431007,-0.975116622760716,-1.33933143871995,0.586329636265872,-0.246887431607437,0.401830968034538
"McCarthy"," Jake","Jake McCarthy","ARI",664983,2021,1.30897056026151,-4.1648383632321,0.00848532690459143,-0.33154358359928,1.34064253750561,1.04468523330399
"Walsh"," Jared","Jared Walsh","LAA",665120,2021,-2.74245313023569,0.795442081060085,-0.738625887607222,1.40183858357126,-0.385361382504606,-0.403890509102805
"Maton"," Nick","Nick Maton","PHI",665155,2021,-0.492013319253386,-0.422528447968994,-0.268179042456629,-1.40961963003706,-0.817354200491834,-0.152706340031437
"Celestino"," Gilberto","Gilberto Celestino","MIN",665482,2021,1.0919117564478,0.528627621768478,0.347893656308255,-0.35230760006131,0.525470878360321,0.59058492788334
"Tatis Jr."," Fernando","Fernando Tatis Jr.","SD",665487,2021,-3.15707155810137,-2.83902083263918,-1.93925777497054,1.91950818036193,-0.446226987085007,0.581206966063072
"Guerrero Jr."," Vladimir","Vladimir Guerrero Jr.","TOR",665489,2021,-3.62282602468781,0.370947452240914,-1.99043887828914,1.88874738908483,0.20471860022252,0.330609622967665
"Pache"," Cristian","Cristian Pache","ATL",665506,2021,3.57237363611152,-0.726812174009248,-0.533326316007708,0.151334154286783,1.17696312387413,0.564450173050651
"Marchan"," Rafael","Rafael Marchan","PHI",665561,2021,-0.759046645002801,1.9201741976681,2.49525604492349,-1.19821664033939,-1.1299839922657,-0.705674211600723
"Soto"," Juan","Juan Soto","WSH",665742,2021,-4.2999168896067,0.508920988536329,-0.964894279334457,1.71228186795258,0.273178959520262,0.973683846503356
"Taveras"," Leody","Leody Taveras","TEX",665750,2021,0.456884777310046,-4.52774697572015,3.15740981930806,0.754201852565975,-0.867970378056378,0.321530825713188
"Rivero"," Sebastian","Sebastian Rivero","KC",665861,2021,1.42901687895506,1.031393918605,0.122725316872688,-1.62390414086434,0.74802471702112,-0.271953946734966
"Chisholm Jr."," Jazz","Jazz Chisholm Jr.","MIA",665862,2021,-1.79738412536135,-2.77594901184465,0.849965403589646,1.4763262910323,-0.270491093271129,0.346668533331883
"Gimenez"," Andres","Andres Gimenez","CLE",665926,2021,-0.201705152564806,-3.32165188257153,1.44963087211002,-0.404100050717833,1.29451014720698,-0.24429504691335
"Anderson"," Ian","Ian Anderson","ATL",666120,2021,6.94504630556188,-0.140604017572476,-1.60039375339394,2.16430141359038,-1.67802038922807,-1.79931987347522
"Garrett"," Braxton","Braxton Garrett","MIA",666129,2021,1.88971478044216,1.2263343904019,1.45720948859782,-1.04547627989687,-1.20324079830948,-0.784467020132868
"Kirilloff"," Alex","Alex Kirilloff","MIN",666135,2021,-1.53049133795145,0.40591737887867,-0.45682774849416,-0.467580310771759,-1.30562364130355,-0.61589388021487
